"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Cuprospinel","Cu^2+^Fe^3+^_2_O_4_","Cu^2+^Fe^3+^_2_O_4_","Cu Fe O","IMA1971-020","","1603","Canada","1971","Approved","Spinel","spinel","Nickel E H (1973) The new mineral cuprospinel (CuFe<sub>2</sub>O<sub>4</sub>) and other spinels from an oxidized ore dump at Baie Verte, Newfoundland, The Canadian Mineralogist 11, 1003-1007","cubic|tetragonal","0","Cu^2+ Fe^3+ O","Cspl"
"Cuprostibite","Cu_2_(Sb,Tl)","Cu_2_(Sb,Tl)","Cu Sb Tl","","R060838","1604","Denmark (Greenland)","1969","Approved"," "," ","Sørensen H, Semenov E I, Bezsmertnaya M S, Khalezova E B (1969) Cuprostibite, a new natural compound of copper and antimony, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 98, 716-724","tetragonal","1898","Cu Sb Tl","Cusb"
"Cuspidine","Ca_4_(Si_2_O_7_)F_2_","Ca_8_(Si_2_O_7_)_2_F_4_","Ca Si O F","","R060049 R130002 R140776","1609","Italy","1876","Grandfathered|Approved","Wöhlerite ","Wöhlerite","Scacchi A (1876) Della cuspidina e del neocrisolito, nuovi minerali vesuviani, Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche (sezione della Societa reale di Napoli) 15, 208-209","monoclinic","1349","Ca Si O F","Csp"
"Cyanochroite","K_2_Cu^2+^(S^6+^O_4_)_2_·6H_2_O","K_2_Cu(SO_4_)_2_·6H_2_O","K Cu S O H","","R061035","1611","Italy","1855","Grandfathered|Approved","Picromerite","picromerite","Originally named cianocroma:
Guarini G, Palmieri L, Scacchi A (1855) Chapter 5. Esame mineralogico-chimico delle produzioni dell'incendio, in Memoria sullo Incendio Vesuviano, Gaetano Nobile (Napoli) 165-200

Name modified:
Dana J D, Brush G J (1868) 670. Cyanochroite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 649-649","monoclinic","145","K Cu^2+ S^6+ O H","Cyc"
"D'ansite","Na_21_Mg(S^6+^O_4_)_10_Cl_3_","Na_21_Mg(SO_4_)_10_Cl_3_","Na Mg S O Cl","IMA2007 s.p.","","1628","Austria","1958","Approved|Renamed","Dansite"," ","Autenrieth H, Braune G (1958) Ein neues Salzmineral, seine Eigenschaften, sein Auftreten und seine Existenzbedingungen im System der Salze ozeanischer Salzablagerungen. Naturwissenschaften 45, 362-363","cubic","252","Na Mg S^6+ O Cl","D'an"
"D'ansite-(Fe)","Na_21_Fe^2+^(S^6+^O_4_)_10_Cl_3_","Na_21_Fe(SO_4_)_10_Cl_3_","Na Fe S O Cl","IMA2011-065","","6008","Italy","2011","Approved","Dansite"," ","Demartin F, Campostrini I, Castellano C, Gramaccioli C M, Russo M (2012) D'ansite-(Mn), Na<sub>21</sub>Mn<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub> and d'ansite-(Fe), Na<sub>21</sub>Fe<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub>, two new minerals from volcanic fumaroles, Mineralogical Magazine 76, 2773-2783","cubic","237","Na Fe^2+ S^6+ O Cl","D'an-Fe"
"D'ansite-(Mn)","Na_21_Mn^2+^(S^6+^O_4_)_10_Cl_3_","Na_21_Mn(SO_4_)_10_Cl_3_","Na Mn S O Cl","IMA2011-064","","6007","Italy","2011","Approved","Dansite"," ","Demartin F, Campostrini I, Castellano C, Gramaccioli C M, Russo M (2012) D'ansite-(Mn), Na<sub>21</sub>Mn<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub> and d'ansite-(Fe), Na<sub>21</sub>Fe<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub>, two new minerals from volcanic fumaroles, Mineralogical Magazine 76, 2773-2783","cubic","0","Na Mn^2+ S^6+ O Cl","D'an-Mn"
"Davidbrownite-(NH<sub>4</sub>)","(N^3-^H_4_)_5_(V^4+^O)_2_(C_2_O_4_)[PO_2.75_(OH)_1.25_]_4_·3H_2_O","(NH_4_)_5_(V^4+^O)_2_(C_2_O_4_)[PO_2.75_(OH)_1.25_]_4_·3H_2_O","N H V O C P","IMA2018-129","","6856","USA","2019","Approved","Not in a structural group, Oxalate"," ","Kampf A R, Cooper M A, Rossman G R, Nash B P, Hawthorne F C, Marty J (2019) Davidbrownite-(NH_4_), (NH_4_,K)_5_(V^4+^O)_2_(C_2_O_4_)[PO_2.75_(OH)_1.25_]_4_·3H_2_O, a new phosphate–oxalate mineral from the Rowley mine, Arizona, USA. Mineralogical Magazine 83, 869-877","monoclinic","3.3","N^3- H V^4+ O C P","Dbn-NH4"
"Delrioite","Sr(V^5+^O_3_)_2_·4H_2_O","Sr(VO_3_)_2_·4H_2_O","Sr V O H","","","1653","USA","1959","Approved|Redefined","Delrioite"," ","Thompson M E, Sherwood A M (1959) Delrioite, a new calcium strontium vanadate from Colorado, American Mineralogist 44, 261-264

Chemical formula revised from SrCaV_2_O_7_·3H_2_O:
Smith M L (1970) Delrioite and metadelrioite from Montrose County, Colorado, American Mineralogist 55, 185-200

Chemical formula revised from SrCaV^5+^_2_O_6_(OH)_2_·3H_2_O:
Kampf A R, Marty J, Nash B P, Plášil J, Kasatkin A V, Škoda R (2012) Calciodelrioite, Ca(VO_3_)_2_(H_2_O)_4_, the Ca analogue of delrioite, Sr(VO_3_)_2_(H_2_O)_4_. Mineralogical Magazine 76, 2803-2817","monoclinic","0","Sr V^5+ O H","Dl"
"Depmeierite","Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)","Na_8_[Al_6_Si_6_O_24_](PO_4_,CO_3_)_1-x_·3H_2_O (x< 0.5)","Na Al Si O P C H","IMA2009-075","","5805","Russia","2009","Approved","Cancrinite"," ","Pekov I V, Olysych L V, Chukanov N V, Van K V, Pushcharovsky D Y (2010) Depmeierite Na<sub>8</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](PO<sub>4</sub>,CO<sub>3</sub>)<sub>1-x</sub>·3H<sub>2</sub>O (x<0.5) - a new cancrinite group mineral from the Lovozero alkaline massif (Kola Peninsula, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 139(4), 63-74","hexagonal","370","Na Al Si O P C H","Dep"
"Derbylite","Fe^3+^_4_Ti^4+^_3_Sb^3+^O_13_(OH)","Fe^3+^_4_Ti^4+^_3_Sb^3+^O_13_(OH)","Fe Ti Sb O H","","R070382","1657","Brazil","1897","Grandfathered|Approved"," ","derbylite","Hussak E, Prior G T (1897) On derbylite, a new antimono-titanate of iron, from Tripuhy, Brazil, Mineralogical Magazine 11, 176-179","monoclinic","27","Fe^3+ Ti^4+ Sb^3+ O H","Dby"
"Devilline","CaCu^2+^_4_(S^6+^O_4_)_2_(OH)_6_·3H_2_O","CaCu_4_(SO_4_)_2_(OH)_6_·3H_2_O","Ca Cu S O H","","R060126","1664","United Kingdom","1864","Approved","Devilline","devilline","Pisani F (1864) Sur une nouvelle espèce minérale du Cornouailles, la devilline, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 59, 813-814","monoclinic","4000","Ca Cu^2+ S^6+ O H","Dev"
"Diadochite","Fe^3+^_2_(PO_4_)(S^6+^O_4_)(OH)·6H_2_O","Fe^3+^_2_(PO_4_)(SO_4_)(OH)·6H_2_O","Fe P O S H","","R120021","1667","Germany","1837","Grandfathered|Approved","Amorphous"," ","Breithaupt A (1837) Bestimmung neuer mineralien. 2. Diadochit, Journal für Praktische Chemie 10, 503-505","","1702","Fe^3+ P O S^6+ H","Ddc"
"Diaoyudaoite","NaAl_11_O_17_","NaAl_11_O_17_","Na Al O","IMA1985-005","R050182 R130023","1669","Taiwan","1985","Approved","Plumboferrite","plumboferrite","Shen S, Chen L, Li A, Dong T, Huang Q, Xu W (1986) Diaoyudaoite - a new mineral, Acta Mineralogica Sinica 6, 224-227","hexagonal","602","Na Al O","Dyd"
"Dietrichite","Zn^2+^Al_2_(S^6+^O_4_)_4_·22H_2_O","ZnAl_2_(SO_4_)_4_·22H_2_O","Zn Al S O H","","R070381","1676","Romania","1878","Grandfathered|Approved","Halotrichite","halotrichite","Schroeckinger F (1878) Dietrichit, ein neuer alaun aus Ungarn, Verhandlungen der Kaiserlich-Königlichen Geologischen Reichsanstalt 1878, 189-191","monoclinic","2500","Zn^2+ Al S^6+ O H","Dtr"
"Digenite","Cu_1.8_S","Cu_1.8_S","Cu S","","R060840","1678","Germany","1844","Approved","Digenite"," ","Breithaupt A (1844) Zwei neue kupfer enthaltende mineralien aus der ordnung der glanze, Annalen der Physik und Chemie 137, 671-675","cubic|hexagonal","4000","Cu S","Dg"
"Diopside","CaMgSi_2_O_6_","CaMgSi_2_O_6_","Ca Mg Si O","","R040009 R040097 R050406 R050496 R050666 R060061 R060085 R060171 R060276 R060861 R070123 R090046 R110128 R120003","1681","Italy","1800","Approved","Pyroxene","pyroxene","d’Andrada J B (1800) Der eigenschaften und kennzeichen einiger neuen fossilien aus Schweden und Norwegen nebst einigen chemischen bemerkungen ueber dieselben, Allgemeines Journal der Chemie 4, 28-39","monoclinic","4700","Ca Mg Si O","Di"
"Dmisteinbergite","CaAl_2_Si_2_O_8_","Ca(Al_2_Si_2_O_8_)","Ca Al Si O","IMA1989-010","R130085 R130087","1688","Russia","1989","Approved","Dmisteinbergite","feldspar","Chesnokov B V, Lotova E V, Nigmatullina E N, Pavlutchenko V S, Bushmakin A F (1990) Dmisteinbergite, CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>, (hexagonal), a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(5), 43-46","hexagonal","4567.61","Ca Al Si O","Dsb"
"Dolerophanite","Cu^2+^_2_OS^6+^O_4_","Cu_2_O(SO_4_)","Cu O S","","R060139 R070652","1689","Italy","1873","Grandfathered|Approved","Natrochalcite"," ","Originally named dolerofano:
Scacchi A (1873) Nuove specie di solfati di rame, Atti Dell'Accademia delle Scienze Fisiche e Matematiche 5, 22-29","monoclinic","3.6E-5","Cu^2+ O S^6+","Dph"
"Dorrite","Ca_4_(Mg_3_Fe^3+^_9_)O_4_[Si_3_Al_8_Fe^3+^O_36_]","Ca_4_[Mg_3_Fe^3+^_9_]O_4_[Si_3_Al_8_Fe^3+^O_36_]","Ca Mg Fe O Si Al","IMA1987-054","","1699","USA","1987","Approved","Sapphirine","aenigmatite","Cosca M A, Rouse R R, Essene E J (1988) Dorrite [Ca<sub>2</sub>(Mg<sub>2</sub>Fe<sup>3+</sup><sub>4</sub>)(Al<sub>4</sub>Si<sub>2</sub>)O<sub>20</sub>], a new member of the aenigmatite group from a pyrometamorphic melt-rock, American Mineralogist 73, 1440-1448

Chemical formula revised:
Grew E S, Hålenius U, Pasero M, Barbier J (2008) Recommended nomenclature for the sapphirine and surinamite group (sapphirine supergroup), Mineralogical Magazine 72, 839-876","triclinic","354","Ca Mg Fe^3+ O Si Al","Dor"
"Downeyite","Se^4+^O_2_","SeO_2_","Se O","IMA1974-063","","1701","USA","1974","Approved"," "," ","Finkelman R B, Mrose M E (1977) Downeyite, the first verified natural occurrence of SeO<sub>2</sub>, American Mineralogist 62, 316-320","tetragonal","0","Se^4+ O","Dny"
"Dypingite","Mg_5_(CO_3_)_4_(OH)_2_·5H_2_O","Mg_5_(CO_3_)_4_(OH)_2_·5H_2_O","Mg C O H","IMA1970-011","R060758 R070086","1722","Norway","1970","Approved"," ","hydromagnesite","Raade G (1970) Dypingite, a new hydrous basic carbonate of magnesium, from Norway, American Mineralogist 55, 1457-1465","","1463","Mg C O H","Dyp"
"Efremovite","(N^3-^H_4_)_2_Mg_2_(S^6+^O_4_)_3_","(NH_4_)_2_Mg_2_(SO_4_)_3_","N H Mg S O","IMA1987-033a","","1741","Russia","1987","Approved","Langbeinite","langbeinite","Shcherbakova Y P, Bazhenova L F (1989) Efremovite (NH<sub>4</sub>)<sub>2</sub>Mg<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub> - ammonium analogue of langbeinite - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 118(3), 84-87","cubic","326","N^3- H Mg S^6+ O","Efr"
"Eltyubyuite","Ca_6_Fe^3+^_5_Si_2_O_16_Cl_3_","Ca_12_Fe^3+^_10_Si_4_O_32_Cl_6_","Ca Fe Si O Cl","IMA2011-022","","5950","Russia","2011","Approved","Mayenite"," ","Galuskin E V, Galuskina I O, Bailau R, Prusik K, Gazeev V M, Zadov A E, Pertsev N N, Jezak L, Gurbanov A G, Dubrovinsky L (2013) Eltyubyuite, Ca_12_Fe^3+^_10_Si_4_O_32_Cl_6_ - the Fe^3+^ analogue of wadalite: a new mineral from the Northern Caucasus, Kabardino-Balkaria, Russia. European Journal of Mineralogy 25, 221-229","cubic","3","Ca Fe^3+ Si O Cl","Elt"
"Elyite","Cu^2+^Pb^2+^_4_(S^6+^O_4_)O_2_(OH)_4_·H_2_O","CuPb_4_(SO_4_)O_2_(OH)_4_·H_2_O","Cu Pb S O H","IMA1971-043","R090024 R130277","1754","USA","1971","Approved"," "," ","Williams S A (1972) Elyite, basic lead-copper sulfate, a new mineral from Nevada, American Mineralogist 57, 364-367","monoclinic","599","Cu^2+ Pb^2+ S^6+ O H","Ely"
"Epsomite","MgS^6+^O_4_·7H_2_O","Mg(SO_4_)·7H_2_O","Mg S O H","","R150060","1770","United Kingdom","1806","Grandfathered|Approved","Epsomite","epsomite","The mineral was previously known, but was named epsonite in this paper:
Delamétherie J C (1806) Tableau des analyses chimiques des minéraux, et d'une nouvelle classification de ces substances, fondée sur ces analyses, Journal de Physique, de Chimie et d´Histoire Naturelle 62, 319-365; 376-405","orthorhombic","2744","Mg S^6+ O H","Esm"
"Eriochalcite","Cu^2+^Cl_2_·2H_2_O","CuCl_2_·2H_2_O","Cu Cl H O","","R070026","1775","Italy","1870","Grandfathered|Approved"," "," ","Scacchi A (1870) Dell'eriocalco e del melanotallo, nuove specie di minerali, Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche (sezione della Societa reale di Napoli) 9, 86-89","orthorhombic","630","Cu^2+ Cl H O","Ech"
"Esseneite","CaFe^3+^AlSiO_6_","CaFe^3+^AlSiO_6_","Ca Fe Al Si O","IMA1985-048","R061123","1793","USA","1985","Approved","Pyroxene","pyroxene","Cosca M A, Peacor D R (1987) Chemistry and structure of esseneite (CaFe^3+^AlSiO_6_), a new pyroxene produced by pyrometamorphism, American Mineralogist 72, 148-156","monoclinic","536.5","Ca Fe^3+ Al Si O","Ess"
"Evenkite","C_23_H_48_","C_23_H_48_","C H","","","1806","Russia","1953","Grandfathered|Approved"," "," ","Skropyshev A V (1953) A paraffin from a polymetallic vein, Doklady Akademii Nauk SSSR 88, 717-719

Formula changed from C_21_H_44_ to C_24_H_50_:
Strunz H, Contag B (1965) Evenkit, Flagstaffit, Idrialin und Reficit. Neues Jahrbuch für Mineralogie, Monatshefte 1965, 19-25

Chemical formula revised from C_24_H_50_:
Kotelnikova E N, Filatov S K, Chukanov N V (2004) Evenkite: symmetry, chemical composition, identification and thermal behavior, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 133(3), 80-92","orthorhombic|monoclinic","1160","C H","Evk"
"Fairbankite","Pb^2+^_12_(Te^4+^O_3_)_11_(S^6+^O_4_)","Pb^2+^_12_(Te^4+^O_3_)_11_(SO_4_)","Pb Te O S","IMA1979-003, IMA2019-I","R140375","1814","USA","1979","Approved"," "," ","Williams S A (1979) Girdite, oboyerite, fairbankite, and winstanleyite, four new tellurium minerals from Tombstone, Arizona, Mineralogical Magazine 43, 453-457

Chemical formula changed from Pb(Te^4+^O_3_):
Missen O P, Rumsen M S, Mills S J, Weil M, Najorka J, Spratt J, Kolitsch U (2021) Elucidating the natural–synthetic mismatch of Pb^2+^Te^4+^O_3_: The redefinition of fairbankite to Pb^2+^_12_ (Te^4+^O_3_)_11_(SO_4_). American Mineralogist 106, 309-316","triclinic","145","Pb^2+ Te^4+ O S^6+","Fbk"
"Fairchildite","K_2_Ca(CO_3_)_2_","K_2_Ca(CO_3_)_2_","K Ca C O","","","1815","USA","1947","Grandfathered|Approved","Fairchildite"," ","Milton C, Axelrod J (1947) Fused wood-ash stones: Fairchildite K_2_CO_3_·CaCO_3_, buetschliite 3K_2_CO_3_·2CaCO_3_·6H_2_O and calcite, CaCO_3_, their essential components, American Mineralogist 32, 607-624","hexagonal","354","K Ca C O","Fch"
"Falgarite","K_4_(V^4+^O)_3_(S^6+^O_4_)_5_","K_4_(VO)_3_(SO_4_)_5_","K V O S","IMA2018-069","","6801","Tajikistan","2018","Approved"," "," ","Pautov L A, Mirakov M A, Siidra O I, Faizief A R, Nazarchuk E V, Karpenko V Y, Makhmadsharif S (2020) Falgarite, K_4_(VO)_3_(SO_4_)_5_, a new mineral from sublimates of a natural underground coal fire at the tract of Kukhi-Malik, Fan-Yagnob coal deposit, Tajikistan. Mineralogical Magazine 84, 455-462","monoclinic","","K V^4+ O S^6+","Fal"
"Fassinaite","Pb^2+^_2_(CO_3_)(S_2_O_3_)","Pb_2_(CO_3_)(S_2_O_3_)","Pb C O S","IMA2011-048","","5976","Italy","2011","Approved","Not in a structural group"," ","Bindi L, Nestola F, Kolitsch U, Guastoni A, Zorzi F (2011) Fassinaite, Pb^2+^_2_(S_2_O_3_)(CO_3_), the first mineral with coexisting thiosulphate and carbonate groups: description and crystal structure, Mineralogical Magazine 75, 2721-2732","orthorhombic","358.9","Pb^2+ C O S","Fas"
"Fayalite","Fe^2+^_2_SiO_4_","Fe^2+^_2_(SiO_4_)","Fe Si O","","R070157 R070374 R070293 R100102 R100103 R100104","1826","Portugal","1840","Grandfathered|Approved","Olivine","olivine","Gmelin C G (1840) Chemische untersuchung des fayalits, Annalen der Physik und Chemie 51, 160-164","orthorhombic","4567.61","Fe^2+ Si O","Fa"
"Fermiite","Na_4_(U^6+^O_2_)(S^6+^O_4_)_3_·3H_2_O","Na_4_(UO_2_)(SO_4_)_3_·3H_2_O","Na U O S H","IMA2014-068","","6367","USA","2014","Approved"," "," ","Kampf A R, Plášil J, Kasatkin A V, Marty J, Čejka J (2015) Fermiite, Na_4_(UO_2_)(SO_4_)_3_·3H_2_O and oppeneimerite, Na_2_(UO_2_)(SO_4_)_2_·3H_2_O, two new uranyl sulfate minerals from the Blue Lizard mine, San Juan County, Utah, USA. Mineralogical Magazine 79, 1123-1142","orthorhombic","0","Na U^6+ O S^6+ H","Fmi"
"Ferrarisite","Ca_5_(As^5+^O_3_OH)_2_(As^5+^O_4_)_2_·9H_2_O","Ca_5_(AsO_3_OH)_2_(AsO_4_)_2_·9H_2_O","Ca As O H","IMA1979-020","","1846","France","1979","Approved","Lindackerite"," ","Bari H, Permingeat F, Pierrot R, Walenta K (1980) La ferrarisite Ca_5_H_2_(AsO_4_)_4_.9H_2_O, une nouvelle espèce minérale dimorphe de la guérinite, Bulletin de Minéralogie 103, 533-540","triclinic","0","Ca As^5+ O H","Fer"
"Ferrihydrite","Fe^3+^_10_O_14_(OH)_2_","Fe^3+^_10_O_14_(OH)_2_","Fe O H","IMA1971-015","","1859","Kazakhstan","1971","Approved","Nolanite"," ","Chukhrov F V, Zvyagin B B, Gorshkov A I, Yermilova L P, Balashova V V (1973) Ferrihydrite, Izvestiya Akademii Nauk SSSR 1973, 23-33

Chemical formula redefined:
Michel F M, Ehm L, Antao S M, Lee P L, Chupas P J, Liu G, Strongin D R, Schoonen M A A, Phillips B L, Parise J B (2007) The structure of ferrihydrite, a nanocrystalline material, Science 316, 1726-1729

Chemical formula redefined again:
Paktunc D, Manceau A, Dutrizac J (2013) Incorporation of Ge in ferrihydrite: Implications for the structure of ferrihydrite. American Mineralogist 98, 848-858","hexagonal","2500","Fe^3+ O H","Fhy"
"Ferroindialite","(Fe^2+^,Mg)_2_Al_3_(AlSi_5_)O_18_","(Fe^2+^,Mg)_2_Al_4_Si_5_O_18_","Fe Mg Al Si O","IMA2013-016","","6177","Germany","2013","Approved","Beryl"," ","Chukanov N V, Aksenov S M, Pekov I V, Ternes B, Schüller W, Belakovskiy D I, Van K V, Blass G (2014) Ferroindialite (Fe^2+^,Mg)_2_Al_4_Si_5_O_18_, a new beryl-group mineral from the Eifel volcanic region, Germany. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 143(1), 46-56","hexagonal","313","Fe^2+ Mg Al Si O","Find"
"Ferrosilite","Fe^2+^_2_Si_2_O_6_","Fe^2+^_2_Si_2_O_6_","Fe Si O","IMA1988 s.p.","R070386 R070387","1911","unknown","1935","Approved|Renamed","Pyroxene","pyroxene","Bowen N L (1935) “Ferrosilite” as a natural mineral, American Journal of Science 30, 481-494","orthorhombic|monoclinic","2550","Fe^2+ Si O","Fs"
"Fiedlerite","Pb^2+^_3_Cl_4_F(OH)·H_2_O","Pb_3_Cl_4_F(OH)·H_2_O","Pb Cl F O H","","R060859","1932","Greece","1887","Approved|Redefined"," "," ","vom Rath G (1887) Einige mineralogische und geologische Mittheilungen, Niederheinische Gesellschafte für Natur und Theilkunde, Bonn 102, 149-154

Chemical formula revised:
Merlino S, Pasero M, Perchiazzi N (1994) Fiedlerite: revised chemical formula [Pb_3_Cl_4_F(OH)·H_2_O], OD description and crystal structure refinement of the two MDO polytypes, Mineralogical Magazine 58, 69-77","triclinic|monoclinic","0","Pb^2+ Cl F O H","Fie"
"Fluckite","CaMn^2+^(As^5+^O_3_OH)_2_·2H_2_O","CaMn^2+^(AsO_3_OH)_2_·2H_2_O","Ca Mn As O H","IMA1978-054","","1947","France","1978","Approved","Fluckite"," ","Bari H, Cesbron F, Permingeat F, Pillard F (1980) La fluckite, arséniate hydraté de calcium et manganèse CaMnH_2_(AsO_4_)_2_.2H_2_O, une nouvelle espèce minérale, Bulletin de Minéralogie 103, 122-128","triclinic","0","Ca Mn^2+ As^5+ O H","Fck"
"Fluorellestadite","Ca_5_(SiO_4_)_1.5_(S^6+^O_4_)_1.5_F","Ca_5_(SiO_4_)_1.5_(SO_4_)_1.5_F","Ca Si O S F","IMA1987-002","R130124","1957","Russia","1987","Approved|Redefined","Apatite","tritomite","Chesnokov B V, Bazhenova L F, Bushmakin A F (1987) Fluorellestadite Ca_10_[(SO_4_),(SiO_4_)]_6_F_2_ - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 116(6), 743-746

Name changed from fluorellestadite to ellestadite-(F):
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135

Name changed from ellestadite-(F) back to fluorellestadite, and chemical formula changed:
Pasero M, Kampf A R, Ferraris C, Pekov I V, Rakovan J R, White T J (2010) Nomenclature of the apatite supergroup minerals, European Journal of Mineralogy 22, 163-179","hexagonal","513","Ca Si O S^6+ F","Fel"
"Fluorite","CaF_2_","CaF_2_","Ca F","","R040099 R050045 R050046 R050115 R060548","1958","unknown","1530","Grandfathered|Approved","Fluorite"," ","Agricola G (1530) Fluores, in Bermannus, Sive De Re Metallica, ædibus Frobenianis (Basel) 125-127","cubic","4000","Ca F","Flr"
"Forsterite","Mg_2_SiO_4_","Mg_2_(SiO_4_)","Mg Si O","","R040018 R040052 R040057 R050117 R060539 R060535 R060551 R100099 R100100 R100101 R100140","1972","Italy","1824","Grandfathered|Approved","Olivine","olivine","Levy M (1824) Observations on the preceding paper, with an account of a new mineral, The Annals of Philosophy 7, 59-62","orthorhombic|unknown","4700","Mg Si O","Fo"
"Fougèrite","Fe^2+^_4_Fe^3+^_2_(OH)_12_(CO_3_)·3H_2_O","Fe^2+^_4_Fe^3+^_2_(OH)_12_(CO_3_)·3H_2_O","Fe O H C","IMA2003-057","","5256","France","2003","Approved|Redefined","Hydrotalcite"," ","Trolard F, Bourrié G, Abdelmoula M, Refait P, Feder F (2007) Fougerite, a new mineral of the pyroaurite-iowaite group: Description and crystal structure, Clays and Clay Minerals 55, 323-334

Chemical formula revised from Fe^2+^_6_Fe^3+^_2_(OH)_18_·4H_2_O:
Génin J M R, Aïssa R, Géhin A, Abdelmoula M, Benali O, Ernstsen V, Ona-Nguema G, Upadhyay C, Ruby C (2005) Fougerite and Fe^II-III^ hydrocarbonate green rust: ordering, deprotonation and/or cation substitution; structure of hydrotalcite-like compounds and mythic ferrosic hydroxide Fe(OH)_(2+x)_. Solid State Sciences 7, 545-572","hexagonal","599","Fe^2+ Fe^3+ O H C","Fgè"
"Freitalite","C_14_H_10_","C_14_H_10_","C H","IMA2019-116","","7000","Germany","2020","Approved"," "," ","Witzke T, Schreyer M, Brandes B, Csuk R, Pöllmann H (2021) Freitalite, C_14_H_10_, a new aromatic hydrocarbon mineral from Freital, Saxony, Germany. European Journal of Mineralogy 33, 1-8","monoclinic","","C H","Fta"
"Galena","Pb^2+^S^2-^","PbS","Pb S","","R060187 R070325","2026","unknown","0","Grandfathered|Approved","Rocksalt","galena","Mineral name has been known since antiquity and predates any formal descriptive publication","cubic","4000","Pb^2+ S^2-","Gn"
"Galileiite","NaFe^2+^_4_(PO_4_)_3_","NaFe^2+^_4_(PO_4_)_3_","Na Fe P O","IMA1996-028","","2029","USA (meteorite)","1996","Approved","Fillowite","fillowite","Olsen E J, Steele I M (1997) Galileiite: A new meteoritic phosphate mineral, Meteoritics and Planetary Science 32, A155-A156","hexagonal","","Na Fe^2+ P O","Gll"
"Geikielite","MgTi^4+^O_3_","MgTiO_3_","Mg Ti O","","R070479","2060","Sri Lanka","1893","Grandfathered|Approved","Corundum","ilmenite","Dick A (1893) On geikielite, a new mineral from Ceylon, Mineralogical Magazine 10, 145-147","hexagonal","4330","Mg Ti^4+ O","Gk"
"Geminite","Cu^2+^(As^5+^O_3_OH)·H_2_O","Cu^2+^(AsO_3_OH)·H_2_O","Cu As O H","IMA1988-045","R070434 R100200","2061","France","1988","Approved"," "," ","Sarp H, Perroud P (1990) La geminite, Cu_2_As_2_O_7_·3H_2_O, un nouveau minéral de la mine de Cap Garonne, Var, France, Schweizerische Mineralogische und Petrographische Mitteilungen 70, 309-314","triclinic","541","Cu^2+ As^5+ O H","Gem"
"George-ericksenite","Na_6_CaMg(I^5+^O_3_)_6_(Cr^6+^O_4_)_2_·12H_2_O","Na_6_CaMg(IO_3_)_6_(CrO_4_)_2_·12H_2_O","Na Ca Mg I O Cr H","IMA1996-049","","2067","Chile","1996","Approved|Renamed"," "," ","Cooper M A, Hawthorne F C, Roberts A C, Grice J D, Stirling J A R, Moffatt E A (1998) Georgeericksenite, Na_6_CaMg(IO_3_)_6_(CrO_4_)_2_(H_2_O)_12_, a new mineral from Oficina Chacabuco, Chile: description and crystal structure, American Mineralogist 83, 390-399

Name changed from georgeericksenite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","monoclinic","64","Na Ca Mg I^5+ O Cr^6+ H","Gek"
