"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Carobbiite","KF","KF","K F","","","1339","Italy","1956","Grandfathered|Approved","Rocksalt","halite","Strunz H (1956) Carobbiit, ein neues mineral, Rendiconti della Società Mineralogica Italiana 12, 212-213","cubic","","K F","Crb"
"Carpathite","C_24_H_12_","C_24_H_12_","C H","","R060162 R060660","4976","Ukraine","1955","Approved"," "," ","Piotrovsky G L (1955) Karpatite - a new organic mineral from Transcarpathia, Mineralogicheskii Sbornik 9, 120-127","monoclinic","5.3","C H","Cpa"
"Celestine","SrS^6+^O_4_","Sr(SO_4_)","Sr S O","","R040007 R050008","1362","USA","1778","Approved","Baryte","celestine","Mineral name has been known since antiquity and predates any formal descriptive publication. For instance, it is mentioned in:
Bras-de-Fer L (1778) (84) Terre (Élément)","orthorhombic","2742","Sr S^6+ O","Clt"
"Celsian","BaAl_2_Si_2_O_8_","Ba(Al_2_Si_2_O_8_)","Ba Al Si O","","R060152 R060460","1363","Sweden","1895","Grandfathered|Approved","Feldspar","feldspar","Sjögren H (1895) Celsian, en anorthiten motsvarande bariumfältspat från Jakobsberg. Preliminärt meddelande, Geologiska Föreningens i Stockholm Förhandlingar 17, 578-582","monoclinic","2500","Ba Al Si O","Cls"
"Chalcanthite","Cu^2+^S^6+^O_4_·5H_2_O","Cu(SO_4_)·5H_2_O","Cu S O H","","R050293 R050354 R060018 R060102","1391","unknown","0","Grandfathered|Approved","Chalcanthite","chalcanthite","Mineral name has been known since antiquity and predates any formal descriptive publication. For example:
Dioscorides P, [Translated by Cornarius J, 1557] (70) Chalcantum, in De materia medica Libri V., Froben (Basileae) 451-453","triclinic","4000","Cu^2+ S^6+ O H","Cct"
"Chalcocite","Cu^1+^_2_S^2-^","Cu_2_S","Cu S","","R050067 R070730 R120090 R120113","1393","?","0","Grandfathered|Approved"," "," ","Mineral name, or its predecessor chalcitis, has been known since antiquity and predates any formal descriptive publication. Eg.
Hill J (1751) Of vitriolic minerals, in A History of the Materia Medica, Longman, Hitch and Hawes (London) 140-147","monoclinic|cubic","4000","Cu^1+ S^2-","Cc"
"Chalcocyanite","Cu^2+^S^6+^O_4_","Cu(SO_4_)","Cu S O","","","1394","Italy","1873","Grandfathered|Approved","Zinkosite"," ","Originally named idrociano = hydrocyanite:
Scacchi A (1873) Nuove specie di solfati di rame. Idrociano, Atti Dell'Accademia delle Scienze Fisiche e Matematiche 5(3), 26-29

Name changed:
Palache C, Berman H, Frondel C (1951) 28.3.3 Chalcocyanite [CuSO<sub>4</sub>], in The System of Mineralogy, Volume II, Seventh Edition, John Wiley and Sons, Inc (New York) 429-430","orthorhombic","900","Cu^2+ S^6+ O","Ccy"
"Chalcopyrite","Cu^1+^Fe^3+^S^2-^_2_","CuFeS_2_","Cu Fe S","","R050018 R050208 R050222 R050559","1399","?","1725","Grandfathered|Approved","Chalcopyrite","chalcopyrite","Henckel J F (1725) Chalcopyrites. in Pyritologia, oder Kieβ Historie, Verlegts Johann Christian Martini (Leipzig) 114-115

Oxidation states determined in:
Pearce C I, Pattrick R A D, Vaughan D J, Henderson C M B, van der Laan G (2006) Copper oxidation state in chalcopyrite: Mixed Cu d<sup>9</sup> and d<sup>10</sup> characteristics, Geochimica et Cosmochimica Acta 70, 4635-4624","tetragonal|cubic","4000","Cu^1+ Fe^3+ S^2-","Ccp"
"Chanabayaite","Cu_2_Cl(N_3_C_2_H_2_)_2_(NH_3_,Cl,H_2_O,[box])_4_","Cu_2_Cl(N_3_C_2_H_2_)_2_(NH_3_,Cl,H_2_O,[box])_4_","Cu Cl N C H O","IMA2013-065","","6225","Chile","2013","Approved","Not in a structural group"," ","Chukanov N V, Zubkova N V, Mohn G, Pekov I V, Pushcharovsky D Yu, Zadov A E (2015) Chanabayaite, Cu_2_(N_3_C_2_H_2_)_2_Cl(NH_3_,Cl,H_2_O,[box])_4_, a new mineral containing triazolate anion. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 144(2), 36-47","orthorhombic","0","Cu Cl N C H O","Cba"
"Chegemite","Ca_7_(SiO_4_)_3_(OH)_2_","Ca_7_(SiO_4_)_3_(OH)_2_","Ca Si O H","IMA2008-038","","5698","Russia","2008","Approved","Humite"," ","Galuskin E V, Gazeev V M, Lazic B, Armbruster T, Galuskina I O, Zadov A E, Pertsev N N, Wrzalik R, Dzierzanowski P, Gurbanov A G, Bzowska G (2009) Chegemite Ca<sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub> - a new humite group calcium mineral from the Northern Caucasus, Kabardino-Balkaria, Russia, European Journal of Mineralogy 21, 1045-1059","orthorhombic","3","Ca Si O H","Cgm"
"Chlorellestadite","Ca_5_(SiO_4_)_1.5_(S^6+^O_4_)_1.5_Cl","Ca_5_(SiO_4_)_1.5_(SO_4_)_1.5_Cl","Ca Si O S Cl","IMA2017-013","","6654","Georgia","2017","Approved","Apatite"," ","Środek D, Galuskina I O, Galuskin E, Dulski M, Książek M, Kusz J, Gazeev V (2018) Chlorellestadite, Ca_5_(SiO_4_)_1.5_(SO_4_)_1.5_Cl, a new ellestadite- group mineral from the Shadil Khokh volcano, South Ossetia. Mineralogy and Petrology 112, 743-752","hexagonal","","Ca Si O S^6+ Cl","Clel"
"Chlorkyuygenite","Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_]","Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_]","Ca Al O H Cl","IMA2012-046","","6103","Russia","2012","Approved|Renamed","Mayenite"," ","Galuskin E V, Galuskina I O, Kusz J, Gfeller F, Armbruster T, Bailau R, Dulski M, Gazeev V M, Pertsev N N, Zadov A E, Dzierżanowski P (2015) Mayenite supergroup, part II: chlorkyuygenite from Upper Chegem, Northern Caucasus, Kabardino-Balkaria, Russia, a new microporous mineral with ""zeolitic"" H_2_O. European Journal of Mineralogy 27, 113-122","cubic","3","Ca Al O H Cl","Cky"
"Chlormayenite","Ca_12_Al_14_O_32_[[box]_4_Cl_2_]","Ca_12_Al_14_O_32_[[box]_4_Cl_2_]","Ca Al O Cl","IMA1963-016","R130063 R140780","3057","Germany","1963","Approved|Redefined","Mayenite"," ","Hentschel G (1964) Mayenit, 12CaO·7Al_2_O_3_, und brownmillerit, 2CaO·(Al,Fe)_2_O_3_, zwei neue minerale in den kalksteinschlüssen der lava des Ettringer Bellerberges, Neues Jahrbuch für Mineralogie, Monatshefte 1, 22-29

Name changed from mayenite:
Williams P A, Hatert F, Pasero M, Mills S J (2014) IMA Commission on new minerals, nomenclature and classification (CNMNC) Newsletter 20. New minerals and nomenclature modifications approved in 2014. Mineralogical Magazine 78, 549-558","cubic","354","Ca Al O Cl","Cmy"
"Chloromagnesite","MgCl_2_","MgCl_2_","Mg Cl","","","5431","Italy","1873","Questionable mineral species|Approved","Scacchite"," ","Scacchi A (1873) Contribuzoni mineralogiche per servire alla storia dell’ incendio Vesuviano del Mese di Aprile, 1872. Part 2., Reale Accademia delle Scienze Fisische e Matematiche (Naples) 1-69","hexagonal","352","Mg Cl","Cmgs"
"Chondrodite","Mg_5_(SiO_4_)_2_F_2_","Mg_5_(SiO_4_)_2_F_2_","Mg Si O F","","R040016 R110158","1454","Finland","1817","Grandfathered|Approved","Humite","humite-humite subgroup","d'Ohsson C M (1817) Undersokning af någre mineralier, Kong. Svenska Vetenskaps-Akademiens Handlingar 1817, 206-210","monoclinic","2500","Mg Si O F","Chn"
"Chromatite","CaCr^6+^O_4_","CaCr^6+^O_4_","Ca Cr O","","R130086","1458","Jordan","1963","Approved","Zircon"," ","Eckhardt F J, Heimbach W (1963) Ein natürliches vorkommen von CaCrO<sub>4</sub> (chromatit), Naturwissenschaften 50, 612-612","tetragonal","2058","Ca Cr^6+ O","Crm"
"Chromite","Fe^2+^Cr^3+^_2_O_4_","Fe^2+^Cr_2_O_4_","Fe Cr O","","R110059 R110060","1463","France","1845","Grandfathered|Approved","Spinel","spinel","The mineral, while previously known, was named in this publication:
Haidinger W (1845) Chromit, in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 550-550","cubic","4700","Fe^2+ Cr^3+ O","Chr"
"Chrysocolla","(Cu^2+^_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O","(Cu_2-x_Al_x_)H_2-x_Si_2_O_5_(OH)_4_·nH_2_O","Cu Al H Si O","","R050053 R060547","1467","unknown","0","Approved","Allophane"," ","Theophrastus (315 BC) Chrysokolla, in Theophrastus On Stones translated by Caley E R and Richards J F C 1956, Ohio State University (Columbus, Ohio) 25-27","amorphous","4000","Cu^2+ Al H Si O","Ccl"
"Churchite-(Y)","YPO_4_·2H_2_O","Y(PO_4_)·2H_2_O","Y P O H","IMA1987 s.p.","R050421 R060424","1473","United Kingdom","1865","Approved|Renamed","Gypsum","pharmacolite","Mineral described but not named:
Church A H (1865) Preliminary note on a new British mineral containing cerium, The Chemical News 12, 121-121

Mineral named:
Williams C G (1865) On the presence of didymium in churchite, The Chemical News 12, 183-183

Name changed from churchite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic","2104","Y P O H","Cuh-Y"
"Clairite","(N^3-^H_4_)_2_Fe^3+^_3_(S^6+^O_4_)_4_(OH)_3_·3H_2_O","(NH_4_)_2_Fe^3+^_3_(SO_4_)_4_(OH)_3_·3H_2_O","N H Fe S O","IMA1982-093","","1480","South Africa","1982","Approved"," "," ","Martini J E J (1983) Lonecreekite, sabieite and clairite, new secondary ammonium ferric-iron sulphates from Lone Creek Fall Cave, near Sabie, eastern Transvaal, Annals of the Geological Survey of South Africa 17, 29-34","triclinic","387","N^3- H Fe^3+ S^6+ O","Clai"
"Clinohedrite","CaZn^2+^SiO_4_·H_2_O","CaZn(SiO_4_)·H_2_O","Ca Zn Si O H","","R050416 R120105","1500","USA","1898","Grandfathered|Approved"," "," ","Penfield S L, Foote H W (1898) On clinohedrite, a new mineral from Franklin, N.J., The American Journal of Science 155, 289-293","monoclinic","1349","Ca Zn^2+ Si O H","Cnh"
"Clinohumite","Mg_9_(SiO_4_)_4_F_2_","Mg_9_(SiO_4_)_4_F_2_","Mg Si O F","","R040122 R050183 R060559 R070561","1502","Italy","1876","Grandfathered|Approved","Humite","humite-humite subgroup","Des Cloizeaux A L O L (1876) Über den humit; nur der I. Typus ist rhombisch, die beiden andern sind monoklin, doch mit verschiedenen grundformen, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1876, 640-645","monoclinic","2500","Mg Si O F","Chu"
"Clinoptilolite-Ca","Ca_3_(Si_30_Al_6_)O_72_·20H_2_O","Ca_3_(Si_30_Al_6_)O_72_·20H_2_O","Ca Si Al O H","IMA1997 s.p.","R060662 R061098","1507","Japan","1997","Approved","Heulandite","zeolite-clinoptilolite series","Koyama K, Takeuchi Y (1977) Clinoptilolite: The distribution of potassium atoms and its role in thermal stability. Zeitschrift für Kristallographie 145, 216-239

Name assigned to the Ca dominant phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the international mineralogical association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","2222.9","Ca Si Al O H","Cpt-Ca"
"Clinoptilolite-K","K_6_(Si_30_Al_6_)O_72_·20H_2_O","K_6_(Si_30_Al_6_)O_72_·20H_2_O","K Si Al O H","IMA1997 s.p.","R110201","1508","USA","1923","Approved|Renamed","Heulandite","zeolite-clinoptilolite series","Schaller W T (1923) Ptilolite and related zeolites, American Mineralogist 8, 93-96 (abstract from MSA meeting)

Formal description:
Schaller W T (1932) The mordenite-ptilolite group; clinoptilolite, a new species, American Mineralogist 17, 128-134

Name changed from clinoptilolite:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the international mineralogical association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","17","K Si Al O H","Cpt-K"
"Clinoptilolite-Na","Na_6_(Si_30_Al_6_)O_72_·20H_2_O","Na_6_(Si_30_Al_6_)O_72_·20H_2_O","Na Si Al O H","IMA1997 s.p.","R061099","1509","USA","1969","Approved","Heulandite","zeolite-clinoptilolite series","Mineral is described but not named:
Sheppard R A, Gude A J (1969) Diagenesis of tuffs in the Barstow Formation, Mud Hills, San Bernardino County, California, U.S. Geological Survey Professional Paper 634, 1-14

Name defined for the Na dominant phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the international mineralogical association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","281","Na Si Al O H","Cpt-Na"
"Clintonite","CaAlMg_2_(SiAl_3_)O_10_(OH)_2_","CaAlMg_2_(SiAl_3_O_10_)(OH)_2_","Ca Al Mg Si O H","","R070196 R070197 R070229","1514","USA","1843","Approved","Mica, Clay","mica-brittle micas","Mather W W (1843) Metamorphic rocks of the highlands, and of Saratoga and Washington counties, in Geology of New York Part 1. Comprising the Geology of the First Geological District, Carroll and Cook (Albany) 467-467","monoclinic","4567.61","Ca Al Mg Si O H","Cln"
"Coalingite","Mg_10_Fe^3+^_2_CO_3_(OH)_24_·2H_2_O","Mg_10_Fe^3+^_2_(CO_3_)(OH)_24_·2H_2_O","Mg Fe C O H","IMA1965-011","R110196 R110197","1515","USA","1965","Approved","Hydrotalcite"," ","Mumpton F A, Jaffe H W, Thompson C S (1965) Coalingite, a new mineral from the New Idria serpentinite, Fresno and San Benito Counties, California, American Mineralogist 50, 1893-1913","hexagonal","2710","Mg Fe^3+ C O H","Clg"
"Coccinite","HgI_2_","HgI_2_","Hg I","","","5436","Mexico","1845","Grandfathered|Approved"," "," ","Haidinger W (1845) Zweite Klasse: Geogenide. XV. Ordnung. Blenden. IV. Rubinblende. Coccinit, in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 570-572","tetragonal","354","Hg I","Cci"
"Coffinite","U^4+^(SiO_4_)·nH_2_O","U(SiO_4_)·nH_2_O","U Si O H","","R070402","1531","USA","1955","Grandfathered|Approved","Zircon","zircon","Stieff L R, Stern T W, Sherwood A M (1955) Preliminary description of coffinite - a new uranium mineral, Science 121, 608-609","tetragonal","3074","U^4+ Si O H","Cof"
"Cohenite","Fe_3_C","CFe_3_","C Fe","","R100076","1532","Slovakia","1889","Grandfathered|Approved","Perovskite"," ","Weinschenk E (1889) Ueber einige bestandtheile de meteoreisens von Magura, Arva, Ungarn, Annalen des Kaiserlich-Königlichen Naturhistorischen Hofmuseums 4, 93-101","orthorhombic","4620","Fe C","Coh"
"Comancheite","Hg^2+^_55_N^3-^_24_(N^3-^H_2_,OH)_4_(Cl,Br)_34_","Hg^2+^_55_N^3-^_24_(NH_2_,OH)_4_(Cl,Br)_34_","Hg N H O Cl Br","IMA1980-077","R060734","1538","USA","1980","Approved|Redefined"," "," ","Roberts A C, Ansell H G, Dunn P J (1981) Comancheite, a new mercury oxychloride-bromide from Terlingua, Texas, The Canadian Mineralogist 19, 393-396

Chemical formula changed from Hg_13_O_9_(Cl,Br)_8_:
Williams P A, Hatert F, Pasero M, Mills S J (2013) IMA Commission on new minerals, nomenclature and classification (CNMNC) Newsletter 16. New minerals and nomenclature modifications approved in 2013. Mineralogical Magazine 77, 2695-2709","orthorhombic","38","Hg^2+ N^3- H O Cl Br","Cmc"
"Connellite","Cu^2+^_36_(S^6+^O_4_)(OH)_62_Cl_8_·6H_2_O","Cu_36_(SO_4_)(OH)_62_Cl_8_·6H_2_O","Cu S O H Cl","","R060503","1544","USA","1847","Grandfathered|Approved","Connellite"," ","Described by Connell:
Connell A (1847) On sulphato-chloride of copper, a new mineral, The Edinburgh New Philosophical Journal 43, 243-244

Named by Dana:
Dana J D (1850) Connellite, in System of Mineralogy, Third Edition, George P Putnam (New York and London) 523-523","hexagonal","2500","Cu^2+ S^6+ O H Cl","Cnl"
"Copiapite","Fe^2+^Fe^3+^_4_(S^6+^O_4_)_6_(OH)_2_·20H_2_O","Fe^2+^Fe^3+^_4_(SO_4_)_6_(OH)_2_·20H_2_O","Fe S O H","","R060821","1549","Chile","1833","Grandfathered|Approved","Copiapite","copiapite","Rose H (1833) Ueber einige in Südamerika vorkommende eisenoxydsalze, Annalen der Physik und Chemie 27, 309-319","triclinic","2638","Fe^2+ Fe^3+ S^6+ O H","Cpi"
"Copper","Cu","Cu","Cu","","R061078 R070329","1550","unknown","0","Grandfathered|Approved","Copper","copper","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic","4000","Cu","Cu"
"Coquimbite","AlFe^3+^_3_(S^6+^O_4_)_6_(H_2_O)_12_·6H_2_O","AlFe_3_(SO_4_)_6_(H_2_O)_12_·6H_2_O","Al Fe S O H","","R060638 R070666 R110210","1552","Chile","1841","Grandfathered|Approved","Coquimbite"," ","Breithaupt J F A (1841) Coquimbites ferricus kürzer Coquimbit, in Vollständiges Handbuch der Mineralogie, Volume 2, Arnoldische Buchhandlung (Dresden and Leipzig) 100-100

Chemical formula changed from Fe^3+^_2_(SO_4_)_3_·9H_2_O:
Mauro D, Biagioni C, Pasero M, Skogby H, Zaccarini F (2020) Redefinition of coquimbite, AlFe^3+^_3_(SO_4_)_6_(H_2_O)_12_·6H_2_O. Mineralogical Magazine 84, 275-282","hexagonal","2638","Al Fe^3+ S^6+ O H","Coq"
"Cordierite","Mg_2_Al_3_(AlSi_5_)O_18_","Mg_2_Al_4_Si_5_O_18_","Mg Al Si O","","R040081 R040082 R040084 R100141 R100150","1554","Germany ?","1813","Grandfathered|Approved","Beryl"," ","Lucas J A H (1813) XIII. Cordierite (Iolithe), in Tableau Méthodique Espèces Minérales, Seconde Partie, D'Hautel (Paris) 219-222","orthorhombic","4000","Mg Al Si O","Crd"
"Corrensite","(Ca,Na,K)_1-x_(Mg,Fe^2+^,Al)_9_(Si,Al)_8_O_20_(OH)_10_·nH_2_O","(Ca,Na,K)_1-x_(Mg,Fe,Al)_9_(Si,Al)_8_O_20_(OH)_10_·nH_2_O","Ca Na K Mg Fe Al Si O H","","","1561","Germany","1954","Grandfathered|Approved","Corrensite, Clay","smectite","Lippmann F (1954) Über einen Keuperton von Zaisersweiher bei Maulbronn, Heidelberger Beiträge zur Mineralogie und Petrographie 4, 130-134","","2680","Ca Na K Mg Fe^2+ Al Si O H","Crr"
"Corundum","Al_2_O_3_","Al_2_O_3_","Al O","","R040096 R060020 RS899436 RS570316 RS796049 RS863332 R100131 R100142 R110096 R110097 R110098 R110099 R110110 R110111 R110116 R110117 R110119 RS812608","1562","India ?","0","Grandfathered|Approved","Corundum","hematite","Mineral name has been known since antiquity and predates any formal descriptive publication.","hexagonal","4700","Al O","Crn"
"Cotunnite","Pb^2+^Cl_2_","PbCl_2_","Pb Cl","","R060655","1567","Italy","1825","Grandfathered|Approved"," "," ","Monticelli T, Covelli N (1825) Cotunnia (Piombo muriato), in Prodromo della Mineralogia Vesuviana, Volume 1, (Napoli) 47-52","orthorhombic","1900","Pb^2+ Cl","Cot"
"Covellite","Cu^1+^S","CuS","Cu S","","R060129 R060143 R060306","1569","Italy","1832","Grandfathered|Approved","Covellite"," ","Beudant F S (1832) Sulfure de cuivre du Vésuve, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 409-410","hexagonal","4000","Cu^1+ S","Cv"
"Crawfordite","Na_3_Sr(PO_4_)(CO_3_)","Na_3_Sr(PO_4_)(CO_3_)","Na Sr P O C","IMA1993-030","","1573","Russia","1993","Approved","Bradleyite","bradleyite","Khomjakov A P, Polezhaeva L I, Sokolova E V (1994) Crawfordite Na<sub>3</sub>Sr(PO<sub>4</sub>)(CO<sub>3</sub>) - a new mineral from the bradleyite family, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 123(3), 107-111","monoclinic","413.6","Na Sr P O C","Cfd"
"Cristobalite","SiO_2_","SiO_2_","Si O","","R060648 R061064 R061107","1580","Mexico","1887","Grandfathered|Approved","Cristobalite"," ","vom Rath G (1887) Ueber cristobalit vom Cerro S. Cristóbal bei Pachuca (Mexico), Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1887, 198-199","tetragonal|orthorhombic","4620","Si O","Crs"
"Cryptohalite","(N^3-^H_4_)_2_SiF_6_","(NH_4_)_2_SiF_6_","N H Si F","","","1587","Italy","1874","Grandfathered|Approved"," "," ","Scacchi A (1874) Contribuzioni mineralogiche per servire alla storia dell’ incendio Vesuviano del Mese di Aprile, 1872. Part 2. Reale Accademia delle Scienze Fisische e Matematiche (Naples) 1-69","cubic","387","N^3- H Si F","Cphl"
"Cuatrocapaite-(K)","K_3_(NaMg[box])(As^3+^_2_O_3_)_6_Cl_6_·16H_2_O","K_3_(NaMg[box])(As_2_O_3_)_6_Cl_6_·16H_2_O","K Na Mg As O Cl H","IMA2018-084","","6814","Chile","2018","Approved","Cuatrocapaite"," ","Kampf A R, Chukanov N V, Möhn G, Dini M, Molina Donoso A A, Friis H (2019) Cuatrocapaite-(NH_4_) and cuatrocapaite-(K), two new minerals from the Torrecillas mine, Iquique Province, Chile, related to lucabindiite and gajardoite. Mineralogical Magazine 83, 741-748","hexagonal","174","K Na Mg As^3+ O Cl H","Ctc-K"
"Cuatrocapaite-(NH<sub>4</sub>)","(N^3-^H_4_)_3_(NaMg[box])(As^3+^_2_O_3_)_6_Cl_6_·16H_2_O","(NH_4_)_3_(NaMg[box])(As_2_O_3_)_6_Cl_6_·16H_2_O","N H Na Mg As O Cl","IMA2018-083","","6813","Chile","2018","Approved","Cuatrocapaite"," ","Kampf A R, Chukanov N V, Möhn G, Dini M, Molina Donoso A A, Friis H (2019) Cuatrocapaite-(NH_4_) and cuatrocapaite-(K), two new minerals from the Torrecillas mine, Iquique Province, Chile, related to lucabindiite and gajardoite. Mineralogical Magazine 83, 741-748","hexagonal","174","N^3- H Na Mg As^3+ O Cl","Ctc-NH4"
"Cuprite","Cu^1+^_2_O","Cu_2_O","Cu O","","R050374 R050384 R140763","1595","Germany","1845","Grandfathered|Approved","Not in a structural group"," ","Haidinger W (1845) Zweite Klasse: Geogenide. XI. Ordnung. Erze. III. Kupfererz. Cuprit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 546-555","cubic","4000","Cu^1+ O","Cpr"
"Cuprorivaite","CaCu^2+^Si_4_O_10_","CaCuSi_4_O_10_","Ca Cu Si O","","","1601","Italy","1938","Approved|Redefined","Gillespite","gillespite","Minguzzi C (1938) Cuprorivaite: Un nuovo minerale, Periodico di Mineralogia 9, 333-345

Redefined:
Mazzi F, Pabst A (1962) Reexamination of cuprorivaite, American Mineralogist 47, 409-410","tetragonal","354","Ca Cu^2+ Si O","Cuv"
"Cuspidine","Ca_4_(Si_2_O_7_)F_2_","Ca_8_(Si_2_O_7_)_2_F_4_","Ca Si O F","","R060049 R130002 R140776","1609","Italy","1876","Grandfathered|Approved","Wöhlerite ","Wöhlerite","Scacchi A (1876) Della cuspidina e del neocrisolito, nuovi minerali vesuviani, Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche (sezione della Societa reale di Napoli) 15, 208-209","monoclinic","1349","Ca Si O F","Csp"
"Darapskite","Na_3_(S^6+^O_4_)(N^5+^O_3_)·H_2_O","Na_3_(SO_4_)(NO_3_)·H_2_O","Na S O N H","","","1631","Chile","1891","Approved|Redefined"," "," ","Dietze A (1891) Einige neue chilenische mineralien, Zeitschrift für Krystallographie und Mineralogie 19, 445-451

Redefined:
Mrose M E, Ericksen G E (1970) Mineralogical studies of the nitrate deposits of Chile I. the identity of nitroglauberite with darapskite, American Mineralogist 55, 776-783","monoclinic","1480.072","Na S^6+ O N^5+ H","Drp"
"Dargaite","BaCa_12_(SiO_4_)_4_(S^6+^O_4_)_2_O_3_","BaCa_12_(SiO_4_)_4_(SO_4_)_2_O_3_","Ba Ca Si O S","IMA2015-068","","6469","Palestine","2015","Approved","Nabimusaite"," ","Galuskina I O, Gfeller F, Galuskin E V, Armbruster T, Vapnik Y, Dulski M, Gardocki M, Jeżak L, Murashko M (2019) New minerals with modular structure derived from hatrurite from the pyrometamorphic rocks. Part IV: Dargaite, BaCa_12_(SiO_4_)_4_(SO_4_)_2_O_3_, from Nahal Darga, Palestinian Autonomy. Mineralogical Magazine 83, 81-88","hexagonal","16","Ba Ca Si O S^6+","Drg"
"Davidbrownite-(NH<sub>4</sub>)","(N^3-^H_4_)_5_(V^4+^O)_2_(C_2_O_4_)[PO_2.75_(OH)_1.25_]_4_·3H_2_O","(NH_4_)_5_(V^4+^O)_2_(C_2_O_4_)[PO_2.75_(OH)_1.25_]_4_·3H_2_O","N H V O C P","IMA2018-129","","6856","USA","2019","Approved","Not in a structural group, Oxalate"," ","Kampf A R, Cooper M A, Rossman G R, Nash B P, Hawthorne F C, Marty J (2019) Davidbrownite-(NH_4_), (NH_4_,K)_5_(V^4+^O)_2_(C_2_O_4_)[PO_2.75_(OH)_1.25_]_4_·3H_2_O, a new phosphate–oxalate mineral from the Rowley mine, Arizona, USA. Mineralogical Magazine 83, 869-877","monoclinic","3.3","N^3- H V^4+ O C P","Dbn-NH4"
"Dawsonite","NaAlCO_3_(OH)_2_","NaAl(CO_3_)(OH)_2_","Na Al C O H","","R050645 R050641 R120093","1641","Canada","1874","Grandfathered|Approved"," "," ","Harrington B J (1874) Notes on dawsonite, a new carbonate, The Canadian Naturalist and Quarterly Journal of Science 7, 305-309","orthorhombic","1710","Na Al C O H","Dws"
"Depmeierite","Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)","Na_8_[Al_6_Si_6_O_24_](PO_4_,CO_3_)_1-x_·3H_2_O (x< 0.5)","Na Al Si O P C H","IMA2009-075","","5805","Russia","2009","Approved","Cancrinite"," ","Pekov I V, Olysych L V, Chukanov N V, Van K V, Pushcharovsky D Y (2010) Depmeierite Na<sub>8</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](PO<sub>4</sub>,CO<sub>3</sub>)<sub>1-x</sub>·3H<sub>2</sub>O (x<0.5) - a new cancrinite group mineral from the Lovozero alkaline massif (Kola Peninsula, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 139(4), 63-74","hexagonal","370","Na Al Si O P C H","Dep"
"Deveroite-(Ce)","Ce_2_((C_2_)^6+^O_4_)_3_·10H_2_O","Ce_2_(C_2_O_4_)_3_·10H_2_O","Ce C O H","IMA2013-003","","6166","Italy","2013","Approved","Oxalate"," ","Guastoni A, Nestola F, Gentile P, Zorzi F, Alvaro M, Lanza A, Peruzzo L, Schiazza M, Casati N M (2013) Deveroite-(Ce): a new REE-oxalate from Mount Cervandone, Devero Valley, Western-Central Alps, Italy. Mineralogical Magazine 77, 3019-3026","monoclinic","0","Ce C O H","Dvr-Ce"
