"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Cuboargyrite","Ag^1+^Sb^3+^S^2-^_2_","AgSbS_2_","Ag Sb S","IMA1997-004","","1591","Germany","1997","Approved","Rocksalt"," ","Walenta K (1998) Cuboargyrit, ein neues Silbermineral aus dem Schwarzwald. Lapis 23(11), 21-23

","cubic","358.9","Ag^1+ Sb^3+ S^2-","Cbag"
"Cummingtonite","[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_","[box]Mg_2_Mg_5_Si_8_O_22_(OH)_2_","Mg Si O H","","","1593","Norway","1824","Approved|Redefined","Amphibole","amphibole-group 1 Mg-Fe-Mn-Li","Dewey C (1824) A sketch of the geology and mineralogy of the western part of Massachusetts, and a small part of the adjoining states, The American Journal of Science and Arts 8, 1-60

Redefined by IMA nomenclature commission:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246","monoclinic","4000","Mg Si O H","Cum"
"Cuproauride","Cu_3_Au","Cu_3_Au","Cu Au","","","5437","Russia","1939","Questionable mineral species|Approved"," "," ","Lozhechkin M P (1939) New data on the chemical composition of «gold cupride», Comptes Rendus de l’Académie des Sciences de l'URSS 24, 451-454","","600","Cu Au","Cua"
"Cuprobismutite","Cu^1+^_8_Ag^1+^Bi^3+^_13_S^2-^_24_","Cu_8_AgBi_13_S_24_","Cu Ag Bi S","","","1596","USA","1884","Grandfathered|Approved"," "," ","Mineral described but not named:
Hillebrand W F (1884) On an interesting variety of löllingite and other minerals, The American Journal of Science 27, 343-358

Mineral is named:
Dana E S (1892) Cuprobismutite, in The System of Mineralogy, John Wiley & Sons (New York) 110-111","monoclinic","698","Cu^1+ Ag^1+ Bi^3+ S^2-","Cbit"
"Cuproiridsite","Cu^2+^Ir^3+^_2_S^2-^_4_","CuIr_2_S_4_","Cu Ir S","IMA1984-016","R070035","1598","Russia","1984","Approved","Spinel","linnaeite","Rudashevsky N S, Men'shikov Y P, Mochalov A G, Trubkin N V, Shumskaya N I, and Zhdanov V V (1985) Cuprorhodsite CuRh<sub>2</sub>S<sub>4</sub> and cuproiridsite CuIr<sub>2</sub>S<sub>4</sub> - new natural thiospinels of platinum-group elements, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(2), 187-195","cubic","780","Cu^2+ Ir^3+ S^2-","Cir"
"Cupromakopavonite","Cu^1+^_8_Ag^1+^_3_Pb^2+^_4_Bi^3+^_19_S^2-^_38_","Cu_8_Pb_4_Ag_3_Bi_19_S_38_","Cu Pb Ag Bi S","IMA2005-036","","5607","Austria","2005","Approved","Pavonite"," ","Topa D, Makovicky E, Ilinca G, Dittrich H (2012) Cupromakopavonite, Cu<sub>8</sub>Ag<sub>3</sub>Pb<sub>4</sub>Bi<sub>19</sub>S<sub>38</sub>, a new mineral species, its crystal structure and the cupropavonite homologous series, The Canadian Mineralogist 50, 295-312","monoclinic","599","Cu^1+ Ag^1+ Pb^2+ Bi^3+ S^2-","Cmpav"
"Cupromakovickyite","Cu^1+^_4_Ag^1+^Pb^2+^_2_Bi^3+^_9_S^2-^_18_","Cu_4_AgPb_2_Bi_9_S_18_","Cu Ag Pb Bi S","IMA2002-058","","5207","Austria","2002","Approved","Pavonite"," ","Topa D, Paar W H (2008) Cupromakovickyite, Cu<sub>8</sub>Pb<sub>4</sub>Ag<sub>2</sub>Bi<sub>18</sub>S<sub>36</sub>, a new mineral species of the pavonite homologous series, The Canadian Mineralogist 46, 503-514","monoclinic","599","Cu^1+ Ag^1+ Pb^2+ Bi^3+ S^2-","Cmak"
"Cuproneyite","Cu^1+^_7_Pb^2+^_27_Bi^3+^_25_S^2-^_68_","Cu_7_Pb_27_Bi_25_S_68_","Cu Pb Bi S","IMA2008-053","","5713","Romania","2008","Approved","Neyite"," ","Ilinca G, Makovicky E, Topa D, Zagler G (2012) Cuproneyite, Cu<sub>7</sub>Pb<sub>27</sub>Bi<sub>25</sub>S<sub>68</sub>, a new mineral species from Băiţa Bihor, Romania, The Canadian Mineralogist 50, 353-370","monoclinic","80.93","Cu^1+ Pb^2+ Bi^3+ S^2-","Cney"
"Cupropavonite","Cu^1+^_0.9_Ag^1+^_0.5_Pb^2+^_0.6_Bi^3+^_2.5_S^2-^_5_","Cu_0.9_Ag_0.5_Pb_0.6_Bi_2.5_S_5_","Cu Ag Pb Bi S","IMA1978-033","","1599","USA","1978","Approved","Pavonite","benjaminite","Karup-Møller S, Makovicky E (1979) On pavonite, cupropavonite, benjaminite, and « oversubstituted » gustavite, Bulletin de Minéralogie 102, 351-367

Chemical formula revised:
Moëlo Y, Makovicky E, Mozgova N N, Jambor J L, Cook N, Pring A, Paar W, Nickel E H, Graeser S, Karup-Møller S, Balic-Zunic T, Mumme W G, Vurro F, Topa D, Bindi L, Bente K, Shimizu M (2008) Sulfosalt systematics: a review. Report of the sulfosalt sub-committee of the IMA Commission on Ore Mineralogy, European Journal of Mineralogy 20, 7-46","monoclinic","305","Cu^1+ Ag^1+ Pb^2+ Bi^3+ S^2-","Cpav"
"Cupropearceite","[Cu^1+^_6_As^3+^_2_S^2-^_7_][Ag^1+^_9_Cu^1+^S^2-^_4_]","[Cu_6_As_2_S_7_][Ag_9_CuS_4_]","Cu As S Ag","IMA2007-046","","5639","Kazakhstan","2007","Approved","Polybasite"," ","Bindi L, Evain M, Spry P G, Tait K T, Menchetti S (2007) Structural role of copper in the minerals of the pearceite-polybasite group: the case of the new minerals cupropearcite and cupropolybasite, Mineralogical Magazine 71, 641-650 ","hexagonal","541","Cu^1+ As^3+ S^2- Ag^1+","Cpea"
"Cupropolybasite","[Cu^1+^_6_Sb^3+^_2_S^2-^_7_][Ag^1+^_9_Cu^1+^S^2-^_4_]","[Cu_6_Sb_2_S_7_][Ag_9_CuS_4_]","Cu Sb S Ag","IMA2008-004","","5663","Canada","2007","Approved","Polybasite"," ","Bindi L, Evain M, Spry P G, Tait K T, Menchetti S (2007) Structural role of copper in the minerals of the pearceite-polybasite group: the case of the new minerals cupropearcite and cupropolybasite, Mineralogical Magazine 71, 641-650 ","hexagonal","541","Cu^1+ Sb^3+ S^2- Ag^1+","Cplb"
"Cuprorhodsite","(Cu^1+^_0.5_Fe^3+^_0.5_)Rh^3+^_2_S^2-^_4_","(Cu^1+^_0.5_Fe^3+^_0.5_)Rh^3+^_2_S_4_","Cu Fe Rh S","IMA1984-017","","1600","Russia","1984","Approved","Spinel","linnaeite","Rudashevsky N S, Men'shikov Y P, Mochalov A G, Trubkin N V, Shumskaya N I, and Zhdanov V V (1985) Cuprorhodsite CuRh<sub>2</sub>S<sub>4</sub> and cuproiridsite CuIr<sub>2</sub>S<sub>4</sub> - new natural thiospinels of platinum-group elements, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(2), 187-195","cubic","780","Cu^1+ Fe^3+ Rh^3+ S^2-","Crh"
"Cuprorivaite","CaCu^2+^Si_4_O_10_","CaCuSi_4_O_10_","Ca Cu Si O","","","1601","Italy","1938","Approved|Redefined","Gillespite","gillespite","Minguzzi C (1938) Cuprorivaite: Un nuovo minerale, Periodico di Mineralogia 9, 333-345

Redefined:
Mazzi F, Pabst A (1962) Reexamination of cuprorivaite, American Mineralogist 47, 409-410","tetragonal","354","Ca Cu^2+ Si O","Cuv"
"Cuprostibite","Cu_2_(Sb,Tl)","Cu_2_(Sb,Tl)","Cu Sb Tl","","R060838","1604","Denmark (Greenland)","1969","Approved"," "," ","Sørensen H, Semenov E I, Bezsmertnaya M S, Khalezova E B (1969) Cuprostibite, a new natural compound of copper and antimony, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 98, 716-724","tetragonal","1898","Cu Sb Tl","Cusb"
"Curetonite","Ba(Al,Ti^4+^)(PO_4_)(OH,O)F","Ba(Al,Ti)(PO_4_)(OH,O)F","Ba Al Ti P O H F","IMA1978-065","","1606","USA","1978","Approved","Laueite"," ","Williams S A (1979) Curetonite a new phosphate from Nevada, The Mineralogical Record 10, 219-221","monoclinic","","Ba Al Ti^4+ P O H F","Cut"
"Curite","Pb^2+^_3+x_[(U^6+^O_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O","Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O","Pb U O H","","R060728 R070328 R130657","1608","Democratic Republic of the Congo","1921","Grandfathered|Approved"," "," ","Schoep A (1921) La curite, nouveau minéral radioactif, Comptes Rendus de L’Académie des Sciences Paris 173, 1186-1187","orthorhombic|cubic","2000","Pb^2+ U^6+ O H","Cui"
"Cuspidine","Ca_4_(Si_2_O_7_)F_2_","Ca_8_(Si_2_O_7_)_2_F_4_","Ca Si O F","","R060049 R130002 R140776","1609","Italy","1876","Grandfathered|Approved","Wöhlerite ","Wöhlerite","Scacchi A (1876) Della cuspidina e del neocrisolito, nuovi minerali vesuviani, Rendiconto dell'Accademia delle Scienze Fisiche e Matematiche (sezione della Societa reale di Napoli) 15, 208-209","monoclinic","1349","Ca Si O F","Csp"
"Cyanochroite","K_2_Cu^2+^(S^6+^O_4_)_2_·6H_2_O","K_2_Cu(SO_4_)_2_·6H_2_O","K Cu S O H","","R061035","1611","Italy","1855","Grandfathered|Approved","Picromerite","picromerite","Originally named cianocroma:
Guarini G, Palmieri L, Scacchi A (1855) Chapter 5. Esame mineralogico-chimico delle produzioni dell'incendio, in Memoria sullo Incendio Vesuviano, Gaetano Nobile (Napoli) 165-200

Name modified:
Dana J D, Brush G J (1868) 670. Cyanochroite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 649-649","monoclinic","145","K Cu^2+ S^6+ O H","Cyc"
"Cylindrite","FePb_3_Sn_4_Sb_2_S_14_","FePb_3_Sn_4_Sb_2_S_14_","Fe Pb Sn Sb S","","R050175 R050329","1614","Bolivia","1893","Grandfathered|Approved","Cylindrite","cylindrite","Frenzel A (1893) Ueber den kylindrit, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 2, 125-128","triclinic|unknown","500","Fe Pb Sn Sb S","Cy"
"Cymrite","Ba(Si,Al)_4_(O,OH)_8_·H_2_O","Ba(Si,Al)_4_(O,OH)_8_·H_2_O","Ba Si Al O H","","R080032","1615","United Kingdom","1949","Grandfathered|Approved"," "," ","Smith W C, Bannister F A, Hey M H (1949) Cymrite, a new barium mineral from the Benallt manganese mine, Rhiw, Carnarvonshire, Mineralogical Magazine 28, 676-681","monoclinic|unknown","2400","Ba Si Al O H","Cym"
"Cyprine","Ca_19_Cu^2+^(Al_10_Mg_2_)Si_18_O_69_(OH)_9_","Ca_19_Cu^2+^(Al,Mg)_12_Si_18_O_69_(OH)_9_","Ca Cu Al Mg Si O H","IMA2015-044","","6459","South Africa","2015","Approved","Vesuvianite"," ","Panikorovskii T L, Shilovskikh V V, Avdontseva E Y, Zolotarev A A, Pekov I V, Britvin S N, Hålenius U, Krivovichev S V (2017) Cyprine, Ca_19_Cu^2+^(Al,Mg,Mn)_12_Si_18_O_69_(OH)_9_, a new vesuvianite-group mineral from the Wessels mine, South Africa. European Journal of Mineralogy 29, 295-306","tetragonal","1349","Ca Cu^2+ Al Mg Si O H","Cyp"
"Dachiardite-Ca","Ca_2_(Si_20_Al_4_)O_48_·13H_2_O","Ca_2_(Si_20_Al_4_)O_48_·13H_2_O","Ca Si Al O H","IMA1997 s.p.","R061097 R061125","1617","Italy","1906","Approved|Renamed","Dachiardite","zeolite-dachiardite series","D'Achiardi G (1906) Zeoliti del filone della speranza presso S. Piero in Campo (Elba), Atti della Societa Toscana di Scienze Naturali. Processi Verbali 22, 150-165

Name changed from dachiardite to indicate the Ca-rich phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","411","Ca Si Al O H","Dac-Ca"
"Dachiardite-K","K_4_(Si_20_Al_4_)O_48_·13H_2_O","K_4_(Si_20_Al_4_)O_48_·13H_2_O","K Si Al O H","IMA2015-041","","6443","Bulgaria","2015","Approved","Dachiardite"," ","Chukanov N V, Encheva S, Petrov P, Pekov I V, Belakovskiy D I, Britvin S N, Aksenov S M (2016) Dachiardite-K, (K_2_Ca)(Al_4_Si_20_O_48_)·13H_2_O, a new zeolite from the Eastern Rhodopes, Bulgaria. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 145(1), 68-79 
","monoclinic","","K Si Al O H","Dac-K"
"Dachiardite-Na","Na_4_(Si_20_Al_4_)O_48_·13H_2_O","Na_4_(Si_20_Al_4_)O_48_·13H_2_O","Na Si Al O H","IMA1997 s.p.","R061116","1618","Italy","1997","Approved|Renamed","Dachiardite","zeolite-dachiardite series","Sodium rich phase described:
Alberti A (1975) Sodium-rich dachiardite from Alpe di Siusi, Italy. Contributions to Mineralogy and Petrology 49, 63-66

Name created to indicate the Na-rich phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","488.3","Na Si Al O H","Dac-Na"
"Dadsonite","Pb^2+^_23_Sb^3+^_25_S^2-^_60_Cl","Pb_23_Sb_25_S_60_Cl","Pb Sb S Cl","IMA1968-011","R060246","1619","Canada / Germany / USA","1968","Approved","Dadsonite"," ","Jambor J L (1969) Dadsonite (minerals Q and QM), a new lead sulphantimonide, Mineralogical Magazine 37, 437-441

Chemical formula revised:
Makovicky E, Topa D, Mumme W G (2006) The crystal structure of dadsonite, The Canadian Mineralogist 44, 1499-1521","triclinic","2589","Pb^2+ Sb^3+ S^2- Cl","Dad"
"Daliranite","Pb^2+^Hg^2+^As^3+^_2_S^2-^_5_","PbHgAs_2_S_5_","Pb Hg As S","IMA2007-010","","5617","Iran","2007","Approved"," "," ","Paar W H, Pring A, Moëlo Y, Stanley C J, Putz D, Roberts A C, Braithwaite R S W (2009) Daliranite, PbHgAs<sub>2</sub>S<sub>6</sub>, a new sulphosalt from the Zarshouran Au-As deposit, Takab region, Iran, Mineralogical Magazine 73, 871-881

Chemical formula changed from PbHgAs_2_S_6_:
Lanza A E, Gemmi M, Bindi L, Mugnaioli E, Paar W H (2019) Daliranite, PbHgAs_2_S_5_: determination of the incommensurately modulated structure and revision of the chemical formula. Acta Crystallographica B75, 711-716","monoclinic","26.9","Pb^2+ Hg^2+ As^3+ S^2-","Da"
"Dalnegorskite","Ca_5_Mn^2+^(Si_3_O_9_)_2_","Ca_5_Mn(Si_3_O_9_)_2_","Ca Mn Si O","IMA2018-007","","6751","Russia","2018","Approved","Wollastonite"," ","Shchipalkina N V, Pekov I V, Ksenofontov D A, Chukanov N V, Belakovskiy D I, Koshlyakova N N (2019) Dalnegorskite, Ca_5_Mn(Si_3_O_9_)_2_, a new pyroxenoid of the bustamite structure type, a rock-forming mineral of calcic skarns of the Dalnegorskoe boron deposit (Primorskiy Kray, Russia). Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 148(2), 61-75

","triclinic","66","Ca Mn^2+ Si O","Dng"
"Dalnegroite","Tl^1+^_4_Pb^2+^_2_(As^3+^,Sb^3+^)_20_S^2-^_34_","Tl_4_Pb_2_(As,Sb)_20_S_34_","Tl Pb As Sb S","IMA2009-058","","5787","Switzerland","2009","Approved","Chabournéite"," ","Nestola F, Guastoni A, Bindi L, Secco L (2009) Dalnegroite, Tl<sub>5-x</sub>Pb<sub>2x</sub>(As,Sb)<sub>21-x</sub>S<sub>34</sub>, a new thallium sulphosalt from Lengenbach quarry, Binntal, Switzerland, Mineralogical Magazine 73, 1027-1032","triclinic","310","Tl^1+ Pb^2+ As^3+ Sb^3+ S^2-","Dnr"
"Damaraite","Pb^2+^_3_O_2_(OH)Cl","Pb_3_O_2_(OH)Cl","Pb O H Cl","IMA1989-013","","1621","Namibia","1989","Approved"," "," ","Criddle A J, Keller P, Stanley C J, Innes J (1990) Damaraite, a new lead oxychloride mineral from the Kombat mine, Namibia (South West Africa), Mineralogical Magazine 54, 593-598

Chemical formula revised:
Keller P, Lissner F, Schleid T (2001) Damaraite, Pb<sub>3</sub>O<sub>2</sub>(OH)Cl: crystal structure and new chemical formula, Neues Jahrbuch für Mineralogie, Monatshefte 2001, 326-336","orthorhombic","601","Pb^2+ O H Cl","Dm"
"Danalite","Be_3_Fe^2+^_4_(SiO_4_)_3_S^2-^","Be_3_Fe^2+^_4_(SiO_4_)_3_S","Be Fe Si O S","","R060057","1623","USA","1866","Grandfathered|Approved","Cancrinite-sodalite, Sodalite","cancrinite-sodalite-sodalite subgroup","Cooke J P (1866) On danalite, a new mineral species from the Granit of Rockport, Mass., The American Journal of Science and Arts 92, 73-79","cubic","1899","Be Fe^2+ Si O S^2-","Dan"
"Danbaite","CuZn_2_","CuZn_2_","Cu Zn","IMA1981-041","","1624","China","1981","Approved"," "," ","Yue S, Wang W, Liu J, Sun S, Chen D (1983) A study on danbaite from a copper-nickel sulfide deposit, southwest China. Kexue Tongbao 22, 1382-1387","cubic","252.1","Cu Zn","Dba"
"Danburite","CaB_2_Si_2_O_8_","CaB_2_Si_2_O_8_","Ca B Si O","","R040013 R050602","1625","USA","1839","Grandfathered|Approved","Danburite","danburite","Shepard C U (1839) Notice of danburite, a new mineral species, The American Journal of Science and Arts 35, 137-139","orthorhombic","1202","Ca B Si O","Dbu"
"D'ansite","Na_21_Mg(S^6+^O_4_)_10_Cl_3_","Na_21_Mg(SO_4_)_10_Cl_3_","Na Mg S O Cl","IMA2007 s.p.","","1628","Austria","1958","Approved|Renamed","Dansite"," ","Autenrieth H, Braune G (1958) Ein neues Salzmineral, seine Eigenschaften, sein Auftreten und seine Existenzbedingungen im System der Salze ozeanischer Salzablagerungen. Naturwissenschaften 45, 362-363","cubic","252","Na Mg S^6+ O Cl","D'an"
"D'ansite-(Fe)","Na_21_Fe^2+^(S^6+^O_4_)_10_Cl_3_","Na_21_Fe(SO_4_)_10_Cl_3_","Na Fe S O Cl","IMA2011-065","","6008","Italy","2011","Approved","Dansite"," ","Demartin F, Campostrini I, Castellano C, Gramaccioli C M, Russo M (2012) D'ansite-(Mn), Na<sub>21</sub>Mn<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub> and d'ansite-(Fe), Na<sub>21</sub>Fe<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub>, two new minerals from volcanic fumaroles, Mineralogical Magazine 76, 2773-2783","cubic","237","Na Fe^2+ S^6+ O Cl","D'an-Fe"
"D'ansite-(Mn)","Na_21_Mn^2+^(S^6+^O_4_)_10_Cl_3_","Na_21_Mn(SO_4_)_10_Cl_3_","Na Mn S O Cl","IMA2011-064","","6007","Italy","2011","Approved","Dansite"," ","Demartin F, Campostrini I, Castellano C, Gramaccioli C M, Russo M (2012) D'ansite-(Mn), Na<sub>21</sub>Mn<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub> and d'ansite-(Fe), Na<sub>21</sub>Fe<sup>2+</sup>(SO<sub>4</sub>)<sub>10</sub>Cl<sub>3</sub>, two new minerals from volcanic fumaroles, Mineralogical Magazine 76, 2773-2783","cubic","0","Na Mn^2+ S^6+ O Cl","D'an-Mn"
"Dantopaite","Ag^1+^_5_Bi^3+^_13_S^2-^_22_","Ag_5_Bi_13_S_22_","Ag Bi S","IMA2008-058","","5718","Austria","2008","Approved","Pavonite"," ","Makovicky E, Paar W H, Putz H, Zagler G (2010) Dantopaite, Ag<sub>5</sub>Bi<sub>13</sub>S<sub>22</sub>, the <sup>6</sup>P natural member of the pavonite homologous series, from Erzwies, Austria, The Canadian Mineralogist 48, 467-481","monoclinic","599","Ag^1+ Bi^3+ S^2-","Dnt"
"Daqingshanite-(Ce)","Sr_3_CePO_4_(CO_3_)_3_","Sr_3_Ce(PO_4_)(CO_3_)_3_","Sr Ce P O C","IMA1981-063, IMA1987 s.p.","","1629","China","1981","Approved|Renamed"," "," ","Ren Y, Ximen L, Peng Z (1983) Daqingshanite - a new mineral recently discovered in China, Geochemistry 2, 180-184

Name changed from daqingshanite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","848","Sr Ce P O C","Daq-Ce"
"Darapskite","Na_3_(S^6+^O_4_)(N^5+^O_3_)·H_2_O","Na_3_(SO_4_)(NO_3_)·H_2_O","Na S O N H","","","1631","Chile","1891","Approved|Redefined"," "," ","Dietze A (1891) Einige neue chilenische mineralien, Zeitschrift für Krystallographie und Mineralogie 19, 445-451

Redefined:
Mrose M E, Ericksen G E (1970) Mineralogical studies of the nitrate deposits of Chile I. the identity of nitroglauberite with darapskite, American Mineralogist 55, 776-783","monoclinic","1480.072","Na S^6+ O N^5+ H","Drp"
"Datolite","CaB(SiO_4_)(OH)","CaB(SiO_4_)(OH)","Ca B Si O H","","R050033 R050136","1633","Norway","1806","Grandfathered|Approved","Gadolinite","gadolinite-datolite-datolite subgroup","Klaproth M H (1806) Chemische untersuchung des datoliths, Neues Allgemeines Journal der Chemie 6, 107-110","monoclinic","2732.93","Ca B Si O H","Dat"
"Davidsmithite","(Ca,[box])_2_Na_6_Al_8_Si_8_O_32_","(Ca,[box])_2_Na_6_Al_8_Si_8_O_32_","Ca Na Al Si O","IMA2016-070","","6599","Norway","2016","Approved","Tridymite-Nepheline, Tridymite-Nepheline"," ","Kechid S-A, Parodi G C, Pont S, Oberti R (2017) Davidsmithite, (Ca,[box])_2_Na_6_Al_8_Si_8_O_32_: a new Ca-bearing nepheline-group mineral from the Western Gneiss Region Norway. European Journal of Mineralogy 29, 1005-1013

","hexagonal","","Ca Na Al Si O","Dsm"
"Davyne","(Na,K)_6_Ca_2_(Si_6_Al_6_)O_24_Cl_3_(S^6+^O_4_)_0.5_","[(Na,K)_6_(SO_4_)_0.5_Cl][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","Na K S O Cl Ca Si Al","","R060305 R140771","1640","Italy","1825","Grandfathered|Approved","Cancrinite, Cancrinite-sodalite","cancrinite-sodalite-cancrinite subgroup","Monticelli T, Covelli N (1825) Davina (Davyne), in Prodromo della Mineralogia Vesuviana, Volume 1, (Napoli) 405-421","hexagonal","354","Na K Ca Si Al O Cl S^6+","Dvy"
"Dawsonite","NaAlCO_3_(OH)_2_","NaAl(CO_3_)(OH)_2_","Na Al C O H","","R050645 R050641 R120093","1641","Canada","1874","Grandfathered|Approved"," "," ","Harrington B J (1874) Notes on dawsonite, a new carbonate, The Canadian Naturalist and Quarterly Journal of Science 7, 305-309","orthorhombic","1710","Na Al C O H","Dws"
"Debattistiite","Ag_9_Hg_0.5_As_6_S_12_Te_2_","Ag_9_Hg_0.5_As_6_S_12_Te_2_","Ag Hg As S Te","IMA2011-098","","6036","Switzerland","2011","Approved","Not in a structural group"," ","Guastoni A, Bindi L, Nestola F (2012) Debattistiite, Ag<sub>9</sub>Hg<sub>0.5</sub>As<sub>6</sub>S<sub>12</sub>Te<sub>2</sub>, a new Te-bearing sulfosalt from Lengenbach quarry, Binn valley, Switzerland: description and crystal structure, Mineralogical Magazine 76, 743-750","triclinic","245","Ag Hg As S Te","Dbt"
"Deerite","Fe^2+^_6_Fe^3+^_3_(Si_6_O_17_)O_3_(OH)_5_","Fe^2+^_6_Fe^3+^_3_(Si_6_O_17_)O_3_(OH)_5_","Fe Si O H","IMA1964-016","R070393","1644","USA","1964","Approved"," "," ","Agrell S O, Bown M G, McKie D (1965) Deerite, howieite, and zussmanite, three new minerals from the Franciscan of the Laytonville District, Mendicino Co., California, American Mineralogist 50, 278-278","monoclinic","105","Fe^2+ Fe^3+ Si O H","Dee"
"Defernite","Ca_6_(CO_3_)_1.58_(Si_2_O_7_)_0.21_(OH)_7_[Cl_0.50_(OH)_0.08_(H_2_O)_0.42_]","Ca_6_(CO_3_)_1.58_(Si_2_O_7_)_0.21_(OH)_7_[Cl_0.50_(OH)_0.08_(H_2_O)_0.42_]","Ca C O Si H Cl","IMA1978-057","R060619","1645","Turkey","1978","Approved"," "," ","Sarp H, Taner M F, Deferne J, Bizouard H, Liebich B W (1980) La defernite, Ca<sub>6</sub>(CO<sub>3</sub>)<sub>2</sub>(OH,Cl)<sub>8</sub>·nH<sub>2</sub>O, un nouveau carbonate de calcium chloro-hydroxylé, Bulletin de Minéralogie 103, 185-189

Chemical formula revised from Ca_6_(CO_3_,SiO_4_)_2_(OH)_7-8_:
Armbruster T, Yang P, Liebich B W (1996) Mechanism of the SiO4 for CO3 substitution in defernite, Ca_6_(CO3)_1.58_(Si_2_O_7_)_0.21_(OH)_7_[Cl_0.50_(OH)_0.08_(H_2_O)_0.42_]: a single-crystal X-ray study at 100 K. American Mineralogist 81, 625-631","orthorhombic","601","Ca C O Si H Cl","Def"
"Dekatriasartorite","Tl^1+^Pb^2+^_58_As^3+^_97_S^2-^_204_","TlPb_58_As_97_S_204_","Tl Pb As S","IMA2017-071","","6703","Switzerland","2017","Pending publication|Approved","Sartorite"," ","Topa, D., Stoeger, B., Makovicky, E. and Stanley, C. (2017) Dekatriasartorite, IMA2017-071. CNMNC Newsletter No. 40, December 2017, page 1579; Mineralogical Magazine, 81, 1577–1581","monoclinic","245","Tl^1+ Pb^2+ As^3+ S^2-","Dsat"
"Delafossite","Cu^1+^Fe^3+^O_2_","Cu^1+^Fe^3+^O_2_","Cu Fe O","","R050403","1646","Russia","1873","Grandfathered|Approved"," "," ","Friedel C (1873) Sur une combinaison naturelle des oxydes de fer et de cuivre, et sur la reproduction de l'atacamite, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 77, 211-214","hexagonal|trigonal","2500","Cu^1+ Fe^3+ O","Del"
"Dellagiustaite","V^2+^Al_2_O_4_","V^2+^Al_2_O_4_","V Al O","IMA2017-101","","6726","Argentina","2018","Approved","Spinel"," ","Cámara F, Bindi L, Pagano A, Pagano R, Gain S E M, Griffin W L (2019) Dellagiustaite: A novel natural spinel containing V^2+^. Minerals 9, 4","cubic","","V^2+ Al O","Dgt"
"Dellaite","Ca_6_(Si_2_O_7_)(SiO_4_)(OH)_2_","Ca_6_(Si_2_O_7_)(SiO_4_)(OH)_2_","Ca Si O H","IMA1964-005","","1650","United Kingdom","1964","Approved"," "," ","Agrell S O (1965) Polythermal metamorphism of limestones at Kilchoan, Ardnamurchan, Mineralogical Magazine 34, 1-15","triclinic","33.9","Ca Si O H","Dll"
