"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Britvinite","Pb^2+^_14_Mg_9_Si_10_O_28_(BO_3_)_4_(CO_3_)_2_F_2_(OH)_12_","Pb_14_Mg_9_(Si_10_O_28_)(BO_3_)_4_(CO_3_)_2_(OH)_12_F_2_","Pb Mg Si O B C H F","IMA2006-031","R070639","5359","Sweden","2006","Approved","Molybdophyllite"," ","Chukanov N V, Yakubovich O V, Pekov I V, Belakovsky D I, Massa A (2007) Britvinite, Pb<sub>15</sub>Mg<sub>9</sub>(Si<sub>10</sub>O<sub>28</sub>)(BO<sub>3</sub>)<sub>4</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>12</sub>O<sub>2</sub> - a new mineral from Långban, Sweden, Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 136(6), 18-25

Chemical formula revised:
Yakubovich O V, Massa W, Chukanov N V (2008) Crystal structure of britvinite [Pb<sub>7</sub>(OH)<sub>3</sub>F(BO<sub>3</sub>)<sub>2</sub>(CO<sub>3</sub>)][Mg<sub>4.5</sub>(OH)<sub>3</sub>(Si<sub>5</sub>O<sub>14</sub>)]: A new layered silicate with an original type of silicon-oxygen networks, Crystallography Reports 53, 206-215","triclinic","1898","Pb^2+ Mg Si O B C F H","Bv"
"Brizziite","NaSb^5+^O_3_","NaSbO_3_","Na Sb O","IMA1993-044","R060611","1226","Italy","1993","Approved","Corundum","ilmenite","Olmi F, Sabelli C (1994) Brizziite, NaSbO<sub>3</sub>, a new mineral from the Cetine mine (Tuscany, Italy): description and crystal structure, European Journal of Mineralogy 6, 667-672","hexagonal","","Na Sb^5+ O","Bzi"
"Brochantite","Cu^2+^_4_S^6+^O_4_(OH)_6_","Cu_4_(SO_4_)(OH)_6_","Cu S O H","","R060117 R060133 R100199","1228","Russia","1824","Approved","Brochantite"," ","Levy A (1824) On a new mineral substance, The Annals of Philosophy 8, 241-245","monoclinic","4000","Cu^2+ S^6+ O H","Bct"
"Bromargyrite","AgBr","AgBr","Ag Br","","R060661 R070338","1231","Mexico","1849","Approved"," ","halite","Breithaupt A, Plattner C F (1849) Bestimmung neuer mineralien: Embolit oder bromchlorsilber, Annalen der Physik und Chemie 153, 134-135","cubic","2046","Ag Br","Bag"
"Bromellite","BeO","BeO","Be O","","","1232","Sweden","1925","Grandfathered|Approved"," "," ","Aminoff G (1925) Über berylliumoxyd als mineral und dessen kristallstruktur, Zeitschrift für Kristallographie 62, 113-122","hexagonal","1825","Be O","Bmel"
"Brontesite","(N^3-^H_4_)_3_Pb^2+^Cl_5_","(NH_4_)_3_PbCl_5_","N H Pb Cl","IMA2008-039","","5705","Italy","2008","Approved"," "," ","Demartin F, Gramaccioli C M, Campostrini I (2009) Brontesite, (NH<sub>4</sub>)<sub>3</sub>PbCl<sub>5</sub>, a new product of fumarolic activity from La Fossa crater, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist 47, 1237-1243","orthorhombic","","N^3- H Pb^2+ Cl","Bte"
"Brucite","Mg(OH)_2_","Mg(OH)_2_","Mg O H","","R040077 R050455","1235","USA","1818","Grandfathered|Approved","Brucite","brucite","Silliman B (1818) Scientific Intelligence. Brucite, The American Journal of Science 1, 439-439","hexagonal","2742","Mg O H","Brc"
"Brumadoite","Cu^2+^_3_Te^6+^O_4_(OH)_4_·5H_2_O","Cu_3_(Te^6+^O_4_)(OH)_4_·5H_2_O","Cu Te O H","IMA2008-028","","5686","Brazil","2008","Approved"," "," ","Atencio D, Roberts A C, Matioli P A, Stirling J A R, Venance K E, Doherty W, Stanley C J, Rowe R, Carpenter G J C, Coutinho J M V (2008) Brumadoite, a new copper tellurate hydrate, from Brumado, Bahia, Brazil, Mineralogical Magazine 72, 1201-1205","monoclinic","","Cu^2+ Te^6+ O H","Bmd"
"Brunogeierite","Fe^2+^_2_Ge^4+^O_4_","Fe^2+^_2_Ge^4+^O_4_","Fe Ge O","IMA1972-004","R090012","1238","Namibia","1972","Approved|Redefined","Spinel","spinel","Ottemann J, Nuber B (1972) Brunogeierite, ein germanium-ferritspinell von Tsumeb, Neues Jahrbuch für Mineralogie, Monatshefte 1972, 263-267

Chemical formula revised:
Welch M D, Cooper M A, Hawthorne F C (2001) The crystal structure of brunogeierite, Fe<sub>2</sub>GeO<sub>4</sub> spinel, Mineralogical Magazine 65, 441-444","cubic","541","Fe^2+ Ge^4+ O","Bng"
"Bubnovaite","K_2_Na_8_Ca(S^6+^O_4_)_6_","K_2_Na_8_Ca(SO_4_)_6_","K Na Ca S O","IMA2014-108","","6406","Russia","2014","Approved","Aphthitalite"," ","Gorelova L A, Vergasova L P, Krivovichev S V, Avdontseva E Y, Moskaleva S V, Karpov G A, Filatov S K (2016) Bubnovaite, K_2_Na_8_Ca(SO_4_)_6_, a new mineral species with modular structure from the Tolbachik volcano, Kamchatka peninsula, Russia. European Journal of Mineralogy 28, 677-686","hexagonal","3.6E-5","K Na Ca S^6+ O","Bub"
"Bulachite","Al_6_(As^5+^O_4_)_3_(OH)_9_(H_2_O)_4_·2H_2_O","Al_6_(AsO_4_)_3_(OH)_9_(H_2_O)_4_·2H_2_O","Al As O H","IMA1982-081","R070243","1246","Germany","1982","Approved","Bulachite"," ","Walenta K (1983) Bulachit, ein neues Aluminiumarsenatmineral von Neubulach im nördlichen Schwarzwald. Aufschluss 34, 445-451

Chemical formula changed from Al_2_(AsO_4_)(OH)_3_·3H_2_O:
Grey I E, Yoruk E, Kodjikian S, Klein H, Bougerol C, Brand H E A, Bordet P, Mumme W G, Favreau G, Mills S J (2020) Bulachite, [Al_6_(AsO_4_)_3_(OH)_9_(H_2_O)_4_]⋅2H_2_O from Cap Garonne, France: Crystal structure and formation from a higher hydrate. Mineralogical Magazine 84, 608-615

","orthorhombic","359","Al As^5+ O H","Buh"
"Bunsenite","Ni^2+^O","NiO","Ni O","","R080121","1248","Germany","1868","Grandfathered|Approved","Rocksalt","periclase","Dana J D, Brush G J (1868) Bunsenite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 134-135","cubic","3640","Ni^2+ O","Bse"
"Burangaite","NaFe^2+^Al_5_(PO_4_)_4_(OH)_6_·2H_2_O","NaFe^2+^Al_5_(PO_4_)_4_(OH)_6_·2H_2_O","Na Fe Al P O H","IMA1976-013","R070408","1249","Rwanda","1976","Approved","Dufrénite","Dufrénite","von Knorring O, Lehtinen M, Sahama T G (1977) Burangaite, a new phosphate mineral from Rwanda, Bulletin of the Geological Society of Finland 49, 33-36","monoclinic","950","Na Fe^2+ Al P O H","Brg"
"Burgessite","Co^2+^_2_(H_2_O)_4_(As^5+^O_3_OH)_2_·H_2_O","Co_2_(H_2_O)_4_[AsO_3_(OH)]_2_(H_2_O)","Co H O As","IMA2007-055","","5655","Canada","2007","Approved","Burgessite"," ","Sejkora J, Hawthorne F C, Cooper M A, Grice J D, Vajdak J, Jambor J L (2009) Burgessite, Co<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>[AsO<sub>3</sub>(OH)]<sub>2</sub>(H<sub>2</sub>O), a new arsenate mineral species from the Keeley mine, South Lorrain township, Ontario, Canada, The Canadian Mineralogist 47, 159-164","monoclinic|orthorhombic","2222.9","Co^2+ H O As^5+","Bge"
"Burkeite","Na_4_(S^6+^O_4_)(CO_3_)","Na_4_(SO_4_)(CO_3_)","Na S O C","","R060112","1252","USA","1921","Grandfathered|Approved"," "," ","Named but not described:
Teeple J E (1921) The American potash industry and its problems, The Journal of Industrial and Engineering Chemistry 13, 249-252

Foshag W F (1935) Burkeite, a new mineral species from Searles Lake, California, American Mineralogist 20, 50-56","orthorhombic","1400","Na S^6+ O C","Bke"
"Burnsite","KCd^2+^Cu^2+^_7_O_2_(Se^4+^O_3_)_2_Cl_9_","KCdCu_7_O_2_(SeO_3_)_2_Cl_9_","K Cd Cu O Se Cl","IMA2000-050","","1253","Russia","2000","Approved"," "," ","Krivovichev S V, Vergasova L P, Starova G L, Filatov S K, Britvin S N, Roberts A C, Steele I M (2002) Burnsite, KCdCu<sub>7</sub>O<sub>2</sub>(SeO<sub>3</sub>)<sub>2</sub>Cl<sub>9</sub>, a new mineral species from the Tolbachik Volcano, Kamchatka Peninsula, Russia, The Canadian Mineralogist 40, 1171-1175","hexagonal","3.6E-5","K Cd^2+ Cu^2+ O Se^4+ Cl","Bur"
"Burtite","CaSn^4+^(OH)_6_","CaSn^4+^(OH)_6_","Ca Sn O H","IMA1980-078","","1256","Morocco","1980","Approved","Perovskite","wickmanite","Sonnet P M (1981) Burtite, calcium hexahydroxostannate, a new mineral from El Hamman, Central Morocco, The Canadian Mineralogist 19, 397-401","cubic","","Ca Sn^4+ O H","Bu"
"Buserite","Na_4_Mn^3+^_6_Mn^4+^_8_O_27_·21H_2_O","Na_4_Mn_14_O_27_·21H_2_O (?)","Na Mn O H","IMA1970-024","R070067","5319","Japan","1970","Approved"," "," ","Giovanoli R, Feitknecht W, Fischer F (1971) Über oxidhydroxide des vierwertigen mangans mit schichtengitter. 3. Mitteilung: reduktion von mangan (III) - manganat (IV) mit zimtalkohol, Helvetica Chimica Acta 54, 1112-1124","","57.2","Na Mn^3+ Mn^4+ O H","Bsr"
"Bushmakinite","Pb^2+^_2_Al(PO_4_)(V^5+^O_4_)(OH)","Pb_2_Al(PO_4_)(VO_4_)(OH)","Pb Al P O V H","IMA2001-031","","1258","Russia","2001","Approved","Brackebuschite","brackebuschite","Pekov I V, Kleimenov D A, Chukanov N V, Yakubovich O V, Massa W, Belakovskiy D I, Pautov L A (2002) Bushmakinite Pb<sub>2</sub>Al(PO<sub>4</sub>)(VO<sub>4</sub>)(OH), a new mineral of the brackebuschite group from oxidized zone of berezovskoye gold deposit, the Middle Urals, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 131(2), 62-71","monoclinic","4000","Pb^2+ Al P O V^5+ H","Bmk"
"Butlerite","Fe^3+^S^6+^O_4_(OH)·2H_2_O","Fe^3+^(SO_4_)(OH)·2H_2_O","Fe S O H","","R110160","1261","USA","1928","Grandfathered|Approved","Not in a structural group"," ","Lausen C (1928) Hydrous sulphates formed under fumerolic conditions at the United Verde Mine, American Mineralogist 13, 203-229","monoclinic","2500","Fe^3+ S^6+ O H","Btl"
"Buttgenbachite","Cu^2+^_36_(N^5+^O_3_)_2_Cl_6_(OH)_64_·nH_2_O","Cu_36_(NO_3_)_2_Cl_8_(OH)_62_·nH_2_O","Cu N O Cl H","","R090013","1263","Democratic Republic of the Congo","1925","Grandfathered|Approved","Connellite"," ","Schoep A (1925) Sur la buttgenbachite, nouveau minéral, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 181, 421-423","hexagonal","1575","Cu^2+ N^5+ O Cl H","Bba"
"Bykovaite","(Ba,Na,K)_2_(Na,Ti^4+^,Mn^2+^)_4_(Ti^4+^,Nb^5+^)_2_O_2_Si_4_O_14_(H_2_O,F,OH)_2_·3.5H_2_O","(Ba,Na,K)_2_(Na,Ti,Mn)_4_(Ti,Nb)_2_O_2_Si_4_O_14_(H_2_O,F,OH)_2_·3.5H_2_O","Ba Na K Ti Mn Nb O Si H F","IMA2003-044","","5248","Russia","2003","Approved"," "," ","Khomyakov A P, Menshikov Y P, Ferraris G, Nemet P, Nechelyustov G N, (2005) Bykovaite, BaNa{(Na,Ti)<sub>4</sub>[(Ti,Nb)<sub>2</sub>(OH,O)<sub>3</sub>Si<sub>4</sub>O<sub>14</sub>](OH,F)<sub>2</sub>}·3H<sub>2</sub>O - the new heterophyllosilicate from Lovozero alkaline massif (Kola Peninsula, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 134(5), 40-48

Chemical formula revised:
Nèmeth P, Khomyakov A P, Ferraris G, Menshikov Y P (2009) Nechelyustovite, a new heterophyllosilicate mineral, and new data on bykovaite: a comparative TEM study, European Journal of Mineralogy 21, 251-260","monoclinic","370","Ba Na K Ti^4+ Mn^2+ Nb^5+ O Si H F","Byv"
"Byströmite","MgSb^5+^_2_O_6_","MgSb^5+^_2_O_6_","Mg Sb O","","","1266","Mexico","1952","Grandfathered|Approved","Tapiolite","tapiolite","Mason B, Vitaliano C J (1952) Bystromite, magnesium antimonate, a new mineral, American Mineralogist 37, 53-57","tetragonal","","Mg Sb^5+ O","Bym"
"Cabalzarite","CaMg_2_(As^5+^O_4_)_2_·2H_2_O","CaMg_2_(AsO_4_)_2_·2H_2_O","Ca Mg As O H","IMA1997-012","R060658","1267","Switzerland","1997","Approved","Natrochalcite","tsumcorite","Brugger J, Meisser N, Schenk K, Berlepsch P, Bonin M, Armbruster T, Nyfeler D, Schmidt S (2000) Description and crystal structure of cabalzarite Ca(Mg,Al,Fe)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O,OH)<sub>2</sub>, a new mineral of the tsumcorite group, American Mineralogist 85, 1307-1314","monoclinic","310.4","Ca Mg As^5+ O H","Clz"
"Cabvinite","Th^4+^_2_F_7_(OH)·3H_2_O","Th_2_F_7_(OH)·3H_2_O","Th F O H","IMA2016-011","","6538","Italy","2016","Approved","Not in a structural group"," ","Orlandi P, Biagioni C, Zaccarini F (2017) Cabvinite, Th_2_F_7_(OH)·3H_2_O, the first natural actinide halide. American Mineralogist 102, 1384-1389","tetragonal","289.2","Th^4+ F O H","Cbv"
"Cacoxenite","Fe^3+^_24_AlO_6_(PO_4_)_17_(OH)_12_·75H_2_O","Fe^3+^_24_AlO_6_(PO_4_)_17_(OH)_12_·75H_2_O","Fe Al O P H","","R070141","1269","Czech Republic","1826","Grandfathered|Approved"," "," ","Steinmann J (1826) Kákoxèn, Archiv für die Gesammte Naturlehre 8, 446-446","hexagonal","2500","Fe^3+ Al O P H","Cac"
"Cadwaladerite","Al_2_(H_2_O)(OH)_4_·<i>n</i>(Cl,OH^-^,H_2_O)","Al_2_(H_2_O)(OH)_4_·<i>n</i>(Cl,OH^-^,H_2_O)","Al H O Cl","","","1272","Chile","1941","Approved"," "," ","Gordon S C (1941) Results of the Chilean Mineralogical Expedition of 1938. Part V. - Cadwaladerite, a new aluminium mineral from Cerro Pintados, Chile, Notulae Naturae of The Academy of Natural Sciences of Philadelphia 80, 1-4

Chemical formula revised from AlCl(OH)_2_·4H_2_O:
Peterson R C, Metcalf M, Kampf A R, Contreira Filho R R, Reid J, Joy B (2019) Cadwaladerite, Al_2_(H_2_O)(OH)_4_·<i>n</i>(Cl,OH^-^,H_2_O), from Cerros Pintados, Chile, defined as a valid mineral species and the discreditation of lesukite. The Canadian Mineralogist 57, 827-841","","","Al H O Cl","Cwd"
"Caesiumpharmacosiderite","CsFe^3+^_4_[(As^5+^O_4_)_3_(OH)_4_]·4H_2_O","CsFe_4_[(AsO_4_)_3_(OH)_4_]·4H_2_O","Cs Fe As O H","IMA2013-096","","6252","Chile","2013","Pending publication|Approved","Pharmacosiderite"," ","Mills, S.J., Petrini, E., Bellatreccia, F., Schluter, J., Kampf, A.R., Rumsey, M.S., Dini, M. and Spratt, J. (2013) Caesiumpharmacosiderite, IMA 2013-096. CNMNC Newsletter No. 18, December 2013, page 3257; Mineralogical Magazine, 77, 3249-3258","cubic","11.27","Cs Fe^3+ As^5+ O H","Cpsd"
"Cafarsite","(Ca,Na,[box])_19_Ti^4+^_8_Fe^3+^_4_Fe^2+^_4_(As^3+^O_3_)_28_F","(Ca,Na,[box])_19_Ti_8_Fe^3+^_4_Fe^2+^_4_(AsO_3_)_28_F","Ca Na Ti Fe As O F","IMA1965-036","R080118","1273","Switzerland","1965","Approved"," "," ","Graeser S (1966) Asbecasit und cafarsit, zwei neue mineralien aus dem Binnatal (Kt. Wallis), Schweizerische Mineralogische und Petrographische Mitteilungen 46, 367-375

Chemical formula revised from Ca_5.9_Mn_1.7_Fe_3_Ti_3_(AsO_3_)_12_·4-5H_2_O:
Cametti G, Nagashima M, Fisch M, Armbruster T (2018) New data on cafarsite: reinvestigation of its crystal structure and chemical composition. European Journal of Mineralogy 30, 859-868","cubic","2816","Ca Na Ti^4+ Fe^3+ Fe^2+ As^3+ O F","Caf"
"Cahnite","Ca_2_B(As^5+^O_4_)(OH)_4_","Ca_2_B(AsO_4_)(OH)_4_","Ca B As O H","","R070182 R110095","1275","USA","1927","Grandfathered|Approved","Zircon"," ","Palache C, Bauer L H (1927) Cahnite, A new boro-arsenate of calcium from Franklin, New Jersey, American Mineralogist 12, 149-153","tetragonal","1349","Ca B As^5+ O H","Cah"
"Calamaite","Na_2_Ti^4+^O(S^6+^O_4_)_2_·2H_2_O","Na_2_TiO(SO_4_)_2_·2H_2_O","Na Ti O S H","IMA2016-036","","6564","Chile","2016","Approved","Not in a structural group"," ","Pekov I V, Siidra O I, Chukanov N V, Yapaskurt V O, Belakovskiy D I, Turchkova A G, Möhn G (2018) Calamaite, a new natural titanium sulfate from the Alcaparrosa mine, Calama, Antofagasta region, Chile. European Journal of Mineralogy 30, 801-809","orthorhombic","","Na Ti^4+ O S^6+ H","Clm"
"Calcioandyrobertsite","KCaCu^2+^_5_(As^5+^O_4_)_4_[As^5+^(OH)_2_O_2_]·2H_2_O","KCaCu_5_(AsO_4_)_4_[As(OH)_2_O_2_]·2H_2_O","K Ca Cu As O H","IMA1997-023","","1280","Namibia","1997","Approved|Renamed","Andyrobertsite"," ","Cooper M A, Hawthorne F C, Pinch W W, Grice J D (1999) Andyrobertsite and calcioandyrobertsite: two new minerals from the Tsumeb mine, Tsumeb, Namibia, Mineralogical Record 30, 181-186","orthorhombic","541","K Ca Cu^2+ As^5+ O H","Carb"
"Calcioaravaipaite","Pb^2+^Ca_2_AlF_9_","PbCa_2_AlF_9_","Pb Ca Al F","IMA1994-018","R100033","1281","USA","1994","Approved","Aravaipaite"," ","Kampf A R, Foord E E (1996) Calcioaravaipaite a new mineral and associated lead fluoride minerals from the Grand Reef mine, Graham County, Arizona, The Mineralogical Record 27, 293-300","triclinic|monoclinic","56","Pb^2+ Ca Al F","Cavp"
"Calciocopiapite","CaFe^3+^_4_(S^6+^O_4_)_6_(OH)_2_·20H_2_O","CaFe^3+^_4_(SO_4_)_6_(OH)_2_·20H_2_O","Ca Fe S O H","","","1284","Azerbaijan","1960","Approved","Copiapite","copiapite","Kashkai M A, Alijev R M (1960) The new mineral - calciocopiapite (tuciit) of the capiapite group and the characteristics of this group in general, Trudy Azerbaĭdzhanskogo Geograficheskogo Obshchestva 1960, 49-76","triclinic","146","Ca Fe^3+ S^6+ O H","Ccpi"
"Calcioferrite","Ca_4_MgFe^3+^_4_(PO_4_)_6_(OH)_4_·12H_2_O","Ca_4_MgFe^3+^_4_(PO_4_)_6_(OH)_4_·12H_2_O","Ca Mg Fe P O H","","R120092","1285","Germany","1858","Grandfathered|Approved","Calcioferrite","calcioferrite","Blum J R (1858) Mineralogische Mittheilungen, Calcioferrit, eine neue Mineral-Spezies, Neues Jahrbuch für Mineralogie, Geognosie, Geologie und Petrefaktenkunde 1858, 287-293

Chemical formula determined:
Palache C, Berman H, Frondel C (1951) 42.8.9 Calcioferrite [Ca_3_Fe_3_(PO_4_)_4_(OH)_3_·8H_2_O]. in The System of Mineralogy, Volume II, Seventh Edition, John Wiley and Sons, Inc (New York) 976-977

Chemical formula changed to Ca_4_Fe_4_(PO_4_)_3_(OH)·7H_2_O:
Mead C W, Mrose M E (1968) Solving problems in phosphate mineralogy with the electron probe. U.S. Geological Survey Professional Paper 600-D, D204-D206

Chemical formula revised again:
Dunn P J, Roberts W L, Campbell T J, Leavens P B (1983) Red montgomeryite and associated minerals from the Tip Top Pegmatite with notes on kingsmountite and calcioferrite, The Mineralogical Record 14, 195-197","monoclinic","561","Ca Mg Fe^3+ P O H","Cfr"
"Calciojohillerite","NaCaMgMg_2_(As^5+^O_4_)_3_","NaCaMgMg_2_(AsO_4_)_3_","Na Ca Mg As O","IMA2016-068","","6597","Russia","2016","Approved","Alluaudite"," ","Pekov I V, Koshlyakova N N, Agakhanov A A, Zubkova N V, Belakovskiy D I, Vigasina M F, Turchkova A G, Sidorov E G, Pushcharovsky D Y (2021) New arsenate minerals from the Arsenatnaya fumarole, Tolbachik volcano, Kamchatka, Russia. XV. Calciojohillerite, NaCaMgMg_2_(AsO_4_)_3_, a member of the alluaudite group. Mineralogical Magazine 85, 215-223","monoclinic","3.6E-5","Na Ca Mg As^5+ O","Cjhl"
"Calciolangbeinite","K_2_Ca_2_(S^6+^O_4_)_3_","K_2_Ca_2_(SO_4_)_3_","K Ca S O","IMA2011-067","","6010","Russia","2011","Approved","Langbeinite"," ","Pekov I V, Zelenski M E, Zubkova N V, Yapaskurt V O, Chukanov N V, Belakovskiy D I, Pushcharovsky D Y (2012) Calciolangbeinite, K<sub>2</sub>Ca<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>, a new mineral from the Tolbachik volcano, Kamchatka, Russia, Mineralogical Magazine 76, 673-682","cubic","16","K Ca S^6+ O","Clgb"
"Calciopetersite","Cu^2+^_6_Ca(PO_4_)_2_(PO_3_OH)(OH)_6_·3H_2_O","CaCu_6_(PO_4_)_2_(PO_3_OH)(OH)_6_·3H_2_O","Ca Cu P O H","IMA2001-004","","5410","Czech Republic","2001","Approved","Mixite","mixite","Sejkora J, Novotný P, Novák M, Šrein V, Berlepsch P (2005) Calciopetersite from Domašov nad Bystricí, Northern Moravia, Czech Republic, a new mineral species of the mixite group, The Canadian Mineralogist 43, 1393-1400","hexagonal","","Cu^2+ Ca P O H","Cpts"
"Calciouranoite","(Ca,Ba,Pb^2+^,K,Na)U^6+^_2_O_7_·5H_2_O","(Ca,Ba,Pb,K,Na)U_2_O_7_·5H_2_O","Ca Ba Pb K Na U O H","IMA1973-004","R070022","1288","Russia","1973","Approved","Wölsendorfite"," ","Rogova V P, Belova L N, Kiziyarov G N, Koznetsova N N (1974) Calciouranoite, a new hydroxide of uranium, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103, 108-109","","191","Ca Ba Pb^2+ K Na U^6+ O H","Cun"
"Calcioursilite","Ca_4_(U^6+^O_2_)_4_(Si_2_O_5_)_5_(OH)_6_·15H_2_O","Ca_4_(UO_2_)_4_(Si_2_O_5_)_5_(OH)_6_·15H_2_O","Ca U O Si H","","","5414","Tajikistan","1957","Grandfathered|Approved","Ursilite"," ","Chernikov A A, Krumetskaia O V, Sidel'nikova V D (1957) Ursilite - a new silicate of uranium, Atomnaya Energiya Voprosy Geologii Urana, Supplement 6, 61-65","orthorhombic","359","Ca U^6+ O Si H","Caur"
"Calcite","CaCO_3_","Ca(CO_3_)","Ca C O","","R040070 R040170 R050048 R050009 R050127 R050128 R050130 R050307 R150020 R150075","1289","unknown","0","Grandfathered|Approved","Calcite","calcite","Mineral known since antiquity under a number of names, but it appears to have first been called calcite in this publication:
Freiesleben J C (1836) Calcit, Magazin für die Oryktographie von Sachsen 7, 118-121","hexagonal","4700","Ca C O","Cal"
"Calclacite","Ca(CH_3_COO)Cl·5H_2_O","Ca(CH_3_COO)Cl·5H_2_O","Ca C H O Cl","","","1292","Belgium","1945","Grandfathered|Approved","Acetate"," ","Van Tassel R (1945) Une efflorescence d'acétatochlorure de calcium sur des roches calcaires dans des collections, Bulletin du Musée Royal d'Histoire Naturelle de Belgique 21(26), 1-11","monoclinic","","Ca C H O Cl","Calc"
"Calcurmolite","(Ca_1-x_Na_x_)_2_(U^6+^O_2_)_3_(Mo^6+^O_4_)_2_(OH)_6-x_·nH_2_O","(Ca_1-x_Na_x_)_2_(UO_2_)_3_(MoO_4_)_2_(OH)_6-x_·nH_2_O","Ca Na U O Mo H","","R070028","1293","Armenia","1959","Approved"," "," ","The mineral is first described, but not named:
Rudnitskaya L S (1959) Calcium molybdate of uranium, Yadernoe Goryuchee i Reaktornye Metally 3, 160-161

Redescribed:
Fedorov O V (1963) The second finding of the calcium molybdate of uranium in the USSR, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 92, 464-465

Chemical formula revised:
Sidorenko G A, Chistyakova N I, Chukanov N V, Naumova I S, Rassulov V A (2005) Carcurmolite: new data on chemical composition and constitution the mineral, New Data on Minerals. Moscow 40, 29-36","monoclinic|unknown","3411","Ca Na U^6+ O Mo^6+ H","Cau"
"Calderónite","Pb^2+^_2_Fe^3+^(V^5+^O_4_)_2_(OH)","Pb_2_Fe^3+^(VO_4_)_2_(OH)","Pb Fe V O H","IMA2001-022","R050538 R060427","4975","Spain","2001","Approved","Brackebuschite","brackebuschite","González del Tánago J, La Iglesia A, Rius J, Fernández Santín S (2003) Calderonite, a new lead-iron-vanadate of the brackebuschite group, American Mineralogist 88, 1703-1708","monoclinic","1795","Pb^2+ Fe^3+ V^5+ O H","Cdn"
"Caledonite","Cu^2+^_2_Pb^2+^_5_(S^6+^O_4_)_3_(CO_3_)(OH)_6_","Cu_2_Pb_5_(SO_4_)_3_(CO_3_)(OH)_6_","Cu Pb S O C H","","R060506 R070321","1295","United Kingdom","1832","Grandfathered|Approved"," "," ","Beudant F S (1832) Calédonite, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 367-369","orthorhombic","2770","Cu^2+ Pb^2+ S^6+ O C H","Cdo"
"Calkinsite-(Ce)","Ce_2_(CO_3_)_3_·4H_2_O","Ce_2_(CO_3_)_3_·4H_2_O","Ce C O H","IMA1987 s.p.","","1296","USA","1953","Approved|Renamed"," "," ","Pecora W T, Kerr J H (1953) Burbankite and calkinsite, two new carbonate minerals from Montana, American Mineralogist 38, 1169-1183

Name changed from calkinsite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","402","Ce C O H","Clk-Ce"
"Calomel","HgCl","HgCl","Hg Cl","","R070370 R070499","1298","unknown","0","Grandfathered|Approved"," ","calomel","Mineral name has been known since antiquity and predates any formal descriptive publication.","tetragonal","429.7","Hg Cl","Clo"
"Calumetite","CaCu^2+^_4_(OH)_8_Cl_2_·3.5H_2_O","CaCu_4_(OH)_8_Cl_2_·3.5H_2_O","Ca Cu O H Cl","","","1299","USA","1963","Approved","Anthonyite"," ","Williams S A (1963) Anthonyite and calumetite, two new minerals from the Michigan copper district, American Mineralogist 48, 614-619

Chemical formula revised from Cu(OH)_2_·2H_2_O:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 49. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 479-483","orthorhombic","1100","Ca Cu^2+ O H Cl","Clu"
"Camanchacaite","Na[box]CaMg_2_(As^5+^O_4_)_2_[As^5+^O_2_(OH)_2_]","Na[box]CaMg_2_(AsO_4_)_2_[AsO_2_(OH)_2_]","Na Ca Mg As O H","IMA2018-025","","6770","Chile","2018","Approved","Alluaudite"," ","Kampf A R, Nash B P, Celestian A J, Dini M, Molina Donoso A A (2019) Camanchacaite, chinchorroite, espadaite, magnesiofluckite, picaite and ríosecoite: six new hydrogen-arsenate minerals from the Torrecillas mine, Iquique Province, Chile. Mineralogical Magazine 83, 655-671","monoclinic","174","Na Ca Mg As^5+ O H","Ccc"
