"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Covellite","Cu^1+^S","CuS","Cu S","","R060129 R060143 R060306","1569","Italy","1832","Grandfathered|Approved","Covellite"," ","Beudant F S (1832) Sulfure de cuivre du Vésuve, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 409-410","hexagonal","4000","Cu^1+ S","Cv"
"Cristobalite","SiO_2_","SiO_2_","Si O","","R060648 R061064 R061107","1580","Mexico","1887","Grandfathered|Approved","Cristobalite"," ","vom Rath G (1887) Ueber cristobalit vom Cerro S. Cristóbal bei Pachuca (Mexico), Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 1887, 198-199","tetragonal|orthorhombic","4620","Si O","Crs"
"Cronstedtite","(Fe^2+^,Fe^3+^)_3_(Si,Fe^3+^)_2_O_5_(OH)_4_","(Fe^2+^,Fe^3+^)_3_(Si,Fe^3+^)_2_O_5_(OH)_4_","Fe Si O H","","R061026","1582","Czech Republic","1821","Grandfathered|Approved","Serpentine, Clay","kaolinite-serpentine-serpentine subgroup","Steinmann J (1821) Chemische Untersuchung des Cronstedtit's, eines neuen Fossils von Pribram in Böhmen, Journal für Chemie und Physik 32, 69-100","hexagonal","4700","Fe^2+ Fe^3+ Si O H","Cro"
"Cubanite","Cu^1+^Fe^2+^Fe^3+^S^2-^_3_","CuFe_2_S_3_","Cu Fe S","","R061068","1590","Cuba","1843","Grandfathered|Approved","Cubanite, Wurtzite"," ","Breithaupt A (1843) Cuban, ein neuer, dem weisskupfererz ähnlicher kies, Annalen der Physik und Chemie 59, 325-327","orthorhombic","4000","Cu^1+ Fe^2+ Fe^3+ S^2-","Cbn"
"Cupalite","CuAl","CuAl","Cu Al","IMA1983-084","","1594","Russia (meteorite)","1983","Approved"," "," ","Razin L V, Rudashevskii N S, Vyal'sov L N (1985) New natural intermetallic compounds of aluminum, copper and zinc – khatyrkite CuAl<sub>2</sub>, cupalite CuAl and zinc aluminides – from hyperbasites of dunite–harzburgite formation, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(1), 90-100","monoclinic|orthorhombic","","Cu Al","Cup"
"Czochralskiite","Na_4_Ca_3_Mg(PO_4_)_4_","Na_4_Ca_3_Mg(PO_4_)_4_","Na Ca Mg P O","IMA2015-011","","6417","Poland (meteorite)","2015","Approved","Aphthitalite"," ","Karwowski L, Kryza R, Muszyński A, Kusz J, Helios K, Drożdżewski P, Galuskin E V (2016) Czochralskiite, Na_4_Ca_3_Mg(PO_4_)_4_, a second new mineral from the Morasko IAB-MG iron meteorite (Poland). European Journal of Mineralogy 28, 969-977","orthorhombic","","Na Ca Mg P O","Cz"
"Daubréelite","Fe^2+^Cr^3+^_2_S^2-^_4_","FeCr_2_S_4_","Fe Cr S","","","1635","Mexico","1876","Grandfathered|Approved","Spinel","linnaeite","Smith J L (1876) Aragonite on the surface of a meteoric iron, and a new mineral (Daubréelite) in the concretions of the interior of the same, The American Journal of Science and Arts 112, 107-110","cubic","4620","Fe^2+ Cr^3+ S^2-","Dbr"
"Decagonite","Al_71_Ni_24_Fe_5_","Al_71_Ni_24_Fe_5_","Al Ni Fe","IMA2015-017","","6420","Russia (meteorite)","2015","Approved"," "," ","Bindi L, Yao N, Lin C, Hollister L S, Andronicos C L, Distler V V, Eddy M P, Kostin A, Kryachko V, MacPherson G J, Steinhardt W M, Yudovskaya M, Steinhardt P J (2015) Decagonite, Al_71_Ni_24_Fe_5_, a quasicrystal with decagonal symmetry from the Khatyrka CV3 carbonaceous chondrite. American Mineralogist 100, 2340-2343","","","Al Ni Fe","Dec"
"Diamond","C","C","C","","R050204 R050205 R050206 R050207 RS809893 R150105 R150106 R150108 R150107 R150086 R150087 R150088 R150089","1668","unknown","0","Grandfathered|Approved","Diamond"," ","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic|orthorhombic","4700","C","Dia"
"Diopside","CaMgSi_2_O_6_","CaMgSi_2_O_6_","Ca Mg Si O","","R040009 R040097 R050406 R050496 R050666 R060061 R060085 R060171 R060276 R060861 R070123 R090046 R110128 R120003","1681","Italy","1800","Approved","Pyroxene","pyroxene","d’Andrada J B (1800) Der eigenschaften und kennzeichen einiger neuen fossilien aus Schweden und Norwegen nebst einigen chemischen bemerkungen ueber dieselben, Allgemeines Journal der Chemie 4, 28-39","monoclinic","4700","Ca Mg Si O","Di"
"Djerfisherite","K_6_(Fe,Cu,Ni)_25_S_26_Cl","K_6_(Fe,Cu,Ni)_25_S_26_Cl","K Fe Cu Ni S Cl","IMA1965-028","R070390","1686","South Africa (meteorite)","1965","Approved","Djerfisherite","djerfisherite","Fuchs L H (1966) Djerfisherite, alkali copper-iron sulfide: A new mineral from enstatite chondrites, Science 153, 166-167

Chemical formula revised from K<sub>3</sub>(Na.Cu)(Fe,Ni)<sub>12</sub>S<sub>14</sub>:
Dmitrieva M T, Ilyukhin V V (1976) Crystal structure of jerfisherite, Soviet Physics - Doklady 20, 469-470

Chemical formula revised again:
Henderson C M B, Kogarko L N, Plant D A (1999) Extreme closed system fractionation of volatile-rich, ultrabasic peralkaline melt inclusions and the occurrence of djerfisherite in the Kugda alkaline complex, Siberia, Mineralogical Magazine 63, 433-438","cubic","2050","K Fe Cu Ni S Cl","Djr"
"Dmisteinbergite","CaAl_2_Si_2_O_8_","Ca(Al_2_Si_2_O_8_)","Ca Al Si O","IMA1989-010","R130085 R130087","1688","Russia","1989","Approved","Dmisteinbergite","feldspar","Chesnokov B V, Lotova E V, Nigmatullina E N, Pavlutchenko V S, Bushmakin A F (1990) Dmisteinbergite, CaAl<sub>2</sub>Si<sub>2</sub>O<sub>8</sub>, (hexagonal), a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(5), 43-46","hexagonal","4567.61","Ca Al Si O","Dsb"
"Dmitryivanovite","CaAl_2_O_4_","CaAl_2_O_4_","Ca Al O","IMA2006-035","","5556","Morocco (meteorite)","2006","Approved"," "," ","Mikouchi T, Zolensky M, Ivanova M, Tachikawa O, Komatsu M, Le L, Gounelle M (2009) Dmitryivanovite: A new high-pressure calcium aluminum oxide from the Northwest Africa 470 CH3 chondrite characterized using electron backscatter diffraction analysis, American Mineralogist 94, 746-750","monoclinic","","Ca Al O","Div"
"Dolomite","CaMg(CO_3_)_2_","CaMg(CO_3_)_2_","Ca Mg C O","","R040030 R050129 R050241 R050272 R050357 R050370 R100118 R100168","1691","Italy","1792","Grandfathered|Approved","Dolomite","dolomite","Saussure H B (1792) Analyse de la dolomie, Observations sur la Physique, sur l’Histoire Naturelle et sur les Arts 40, 161-173","hexagonal","4700","Ca Mg C O","Dol"
"Donpeacorite","Mn^2+^MgSi_2_O_6_","(Mn,Mg)MgSi_2_O_6_","Mn Mg Si O","IMA1982-045","R060646","1696","USA","1982","Approved","Pyroxene","pyroxene","Petersen E U, Anovitz L M, Essene E J (1984) Donpeacorite, (Mn,Mg)MgSi<sub>2</sub>O<sub>6</sub>, a new orthopyroxene and its proposed phase relations in the system MnSiO<sub>3</sub> - MgSiO<sub>3</sub> - FeSiO<sub>3</sub>, American Mineralogist 69, 472-480","orthorhombic","1600","Mn^2+ Mg Si O","Don"
"Donwilhelmsite","CaAl_4_Si_2_O_11_","CaAl_4_Si_2_O_11_","Ca Al Si O","IMA2018-113","","6850","Western Sahara (Meteorite)","2019","Approved"," "," ","Fritz J, Greshanke A, Klementova M, Wirth R, Palatinus L, Trønnes R G, Fernandes V A, Böttger U, Ferrière L (2020) Donwilhelmsite, [CaAl_4_Si_2_O_11_], a new lunar high-pressure Ca-Al-silicate with relevance for subducted terrestrial sediments. American Mineralogist 105, 1704-1711","hexagonal","","Ca Al Si O","Dwh"
"Edscottite","Fe_5_C_2_","Fe_5_C_2_","Fe C","IMA2018-086a","","6861","Australia (Meteorite)","2019","Approved"," "," ","Ma C, Rubin A E (2019) Edscottite, Fe_5_C_2_, a new iron carbide mineral from the Ni-rich Wedderburn IAB iron meteorite. American Mineralogist 104, 1351-1355","monoclinic","","Fe C","Est"
"Enstatite","MgSiO_3_","Mg_2_Si_2_O_6_","Mg Si O","","R040093 R040094 R050644 R060630 R060744 R070097 R070418 R070550 R070641 R100093 R120168 R120174","1763","Czech Republic","1855","Approved","Pyroxene","pyroxene","Kenngott A (1855) Mineralogische notizen, betreffend die bekannten species: Karstenit, dolomit, millerit, turmalin, galaktit, wasser, plagionit, diopsid, zinkit, calcit und felsobanyt, sowie zwei neue: den enstatit im geschlechte der augit-spathe und den pseudophit im geschlechte der serpentin-steatite, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 16, 152-179","orthorhombic","4700","Mg Si O","En"
"Epsomite","MgS^6+^O_4_·7H_2_O","Mg(SO_4_)·7H_2_O","Mg S O H","","R150060","1770","United Kingdom","1806","Grandfathered|Approved","Epsomite","epsomite","The mineral was previously known, but was named epsonite in this paper:
Delamétherie J C (1806) Tableau des analyses chimiques des minéraux, et d'une nouvelle classification de ces substances, fondée sur ces analyses, Journal de Physique, de Chimie et d´Histoire Naturelle 62, 319-365; 376-405","orthorhombic","2744","Mg S^6+ O H","Esm"
"Erlichmanite","Os^2+^(S_2_)^2-^","OsS_2_","Os S","IMA1970-048","R070095","1780","USA","1970","Approved","Pyrite","pyrite","Snetsinger K G (1971) Erlichmanite (OsS_2_), a new mineral, American Mineralogist 56, 1501-1506","cubic","3074","Os^2+ S","Erl"
"Eskolaite","Cr^3+^_2_O_3_","Cr_2_O_3_","Cr O","","R060892","1790","Finland","1958","Grandfathered|Approved","Corundum","hematite","Kouvo O, Vuorelainen Y (1958) Eskolaite, a new chromium mineral, American Mineralogist 43, 1098-1106","hexagonal","4700","Cr^3+ O","Esk"
"Farringtonite","Mg_3_(PO_4_)_2_","Mg_3_(PO_4_)_2_","Mg P O","","R130127","1821","Canada","1961","Approved"," "," ","DuFresne E R, Roy S K (1961) A new phosphate mineral from the Springwater pallasite, Geochimica et Cosmochimica Acta 24, 198-205","monoclinic","145","Mg P O","Frt"
"Fayalite","Fe^2+^_2_SiO_4_","Fe^2+^_2_(SiO_4_)","Fe Si O","","R070157 R070374 R070293 R100102 R100103 R100104","1826","Portugal","1840","Grandfathered|Approved","Olivine","olivine","Gmelin C G (1840) Chemische untersuchung des fayalits, Annalen der Physik und Chemie 51, 160-164","orthorhombic","4567.61","Fe^2+ Si O","Fa"
"Feiite","Fe^2+^_2_(Fe^2+^Ti^4+^)O_5_","Fe^2+^_2_(Fe^2+^Ti^4+^)O_5_","Fe Ti O","IMA2017-041a","","6836","India (meteorite)","2018","Pending publication|Approved"," "," ","Ma, C. and Tschauner, O. (2018) Feiite, IMA 2017-041a. CNMNC Newsletter No. 46, December 2018, page 1378; Mineralogical Magazine, 82, 1369–1379.","orthorhombic","","Fe^2+ Ti^4+ O","Fei"
"Ferrihydrite","Fe^3+^_10_O_14_(OH)_2_","Fe^3+^_10_O_14_(OH)_2_","Fe O H","IMA1971-015","","1859","Kazakhstan","1971","Approved","Nolanite"," ","Chukhrov F V, Zvyagin B B, Gorshkov A I, Yermilova L P, Balashova V V (1973) Ferrihydrite, Izvestiya Akademii Nauk SSSR 1973, 23-33

Chemical formula redefined:
Michel F M, Ehm L, Antao S M, Lee P L, Chupas P J, Liu G, Strongin D R, Schoonen M A A, Phillips B L, Parise J B (2007) The structure of ferrihydrite, a nanocrystalline material, Science 316, 1726-1729

Chemical formula redefined again:
Paktunc D, Manceau A, Dutrizac J (2013) Incorporation of Ge in ferrihydrite: Implications for the structure of ferrihydrite. American Mineralogist 98, 848-858","hexagonal","2500","Fe^3+ O H","Fhy"
"Ferromerrillite","Ca_9_NaFe^2+^(PO_4_)_7_","Ca_9_NaFe^2+^(PO_4_)_7_","Ca Na Fe P O","IMA2006-039","","5557","India (meteorite)","2006","Approved","Cerite"," ","Britvin S N, Krivovichev S V, Armbruster T (2016) Ferromerrillite, Ca_9_NaFe^2+^(PO_4_)_7_, a new mineral from the Martian meteorites, and some insights into merrillite-tuite transformation in shergottites. European Journal of Mineralogy 28, 125-136","","383.1","Ca Na Fe^2+ P O","Fmer"
"Florenskyite","FeTiP","FeTiP","Fe Ti P","IMA1999-013","","1945","Yemen (meteorite)","1999","Approved","Barringerite"," ","Ivanov A V, Zolensky M E, Saito A, Ohsumi K, Yang S V, Kononkova N N, Mikouchi T (2000) Florenskyite, FeTiP, a new phosphide from the Kaidun meteorite, American Mineralogist 85, 1082-1086","orthorhombic","","Fe Ti P","Fsk"
"Fluorapatite","Ca_5_(PO_4_)_3_F","Ca_5_(PO_4_)_3_F","Ca P O F","IMA2010 s.p.","R040098 R050122 R050194 R050192 R050274 R060070 R050340 R050369 R050401 R050529 R050617 R060184 R060333 R060421","1953","Austria / Germany / Spain / Switzerland","1786","Approved|Renamed","Apatite","apatite","Gerhards C A (1786) Erster Ahnung. Von einigen noch nicht genau bestimmten und ganz neu entdecken Mineralien, in Grundriss des Mineralsystems, Christian Friedrich Himburg (Berlin) 281-287

Name changed from apatite to fluorapatite:
Rose G (1827) Ueber die chemische Zusammensetzung der Apatite. Annalen der Physik und Chemie 85, 185-214

Name changed from fluorapatite to apatite-(CaF):
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135

Name changed from apatite-(CaF) back to fluorapatite:
Pasero M, Kampf A R, Ferraris C, Pekov I V, Rakovan J R, White T J (2010) Nomenclature of the apatite supergroup minerals, European Journal of Mineralogy 22, 163-179","hexagonal|monoclinic","2969","Ca P O F","Fap"
"Fluoro-richterite","Na(NaCa)Mg_5_Si_8_O_22_F_2_","Na(NaCa)Mg_5_Si_8_O_22_F_2_","Na Ca Mg Si O F","IMA1992-020","R040019 R060290","1963","Russia","1992","Approved|Redefined","Amphibole","amphibole-group 3 Na-Ca","Bazhenov A G, Nedosekova I L, Petersen E U (1993) Fluorrichterite Na_2_Ca(Mg,Fe)_5_[Si_8_O_22_](F,OH)_2_ - a new mineral species in the amphibole group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 122(3), 98-102

Name changed from fluorrichterite:
Hawthorne F C, Oberti R, Harlow G E, Maresch W V, Martin R F, Schumacher J C, Welch M D (2012) Nomenclature of the amphibole supergroup. American Mineralogist 97, 2031-2048","monoclinic","1240","Na Ca Mg Si O F","Flrct"
"Forsterite","Mg_2_SiO_4_","Mg_2_(SiO_4_)","Mg Si O","","R040018 R040052 R040057 R050117 R060539 R060535 R060551 R100099 R100100 R100101 R100140","1972","Italy","1824","Grandfathered|Approved","Olivine","olivine","Levy M (1824) Observations on the preceding paper, with an account of a new mineral, The Annals of Philosophy 7, 59-62","orthorhombic|unknown","4700","Mg Si O","Fo"
"Galileiite","NaFe^2+^_4_(PO_4_)_3_","NaFe^2+^_4_(PO_4_)_3_","Na Fe P O","IMA1996-028","","2029","USA (meteorite)","1996","Approved","Fillowite","fillowite","Olsen E J, Steele I M (1997) Galileiite: A new meteoritic phosphate mineral, Meteoritics and Planetary Science 32, A155-A156","hexagonal","","Na Fe^2+ P O","Gll"
"Gehlenite","Ca_2_Al(SiAl)O_7_","Ca_2_Al(SiAl)O_7_","Ca Al Si O","","R060841 R061091 R070478","2058","Italy","1815","Grandfathered|Approved","Melilite","melilite","Fuchs J N (1815) Ueber den gehlenit, ein neues mineral aus Tirol, Journal für Chemie und Physik 15, 377-386","tetragonal","4568.5","Ca Al Si O","Gh"
"Geikielite","MgTi^4+^O_3_","MgTiO_3_","Mg Ti O","","R070479","2060","Sri Lanka","1893","Grandfathered|Approved","Corundum","ilmenite","Dick A (1893) On geikielite, a new mineral from Ceylon, Mineralogical Magazine 10, 145-147","hexagonal","4330","Mg Ti^4+ O","Gk"
"Goldmanite","Ca_3_V^3+^_2_(SiO_4_)_3_","Ca_3_V^3+^_2_(SiO_4_)_3_","Ca V Si O","IMA1963-003","R061138 R090043 R090044","2119","USA","1963","Approved","Garnet","garnet","Moench R H, Meyrowitz R (1964) Goldmanite, a vanadium garnet from Laguna, New Mexico, American Mineralogist 49, 644-655","cubic","2644","Ca V^3+ Si O","Glm"
"Graftonite","Fe^2+^Fe^2+^_2_(PO_4_)_2_","Fe^2+^Fe^2+^_2_(PO_4_)_2_","Fe P O","","R070153","2139","USA","1900","Approved|Redefined","Graftonite"," ","Penfield S L (1900) On graftonite, a new mineral from Grafton, New Hampshire, and its intergrowth with triphylite, The American Journal of Science 159, 20-32

Chemical formula changed from (Fe^2+^,Mn^2+^,Ca)_3_(PO_4_)_2_:
Hålenius U, Hatert F, Pasero M, Mills S J (2017) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 36. New minerals and nomenclature modifications approved in 2017. European Journal of Mineralogy 29, 339-344","monoclinic","2000","Fe^2+ P O","Gft"
"Graftonite-(Mn)","Mn^2+^Fe^2+^_2_(PO_4_)_2_","MnFe^2+^_2_(PO_4_)_2_","Mn Fe P O","IMA2017-050","","6685","Poland","2017","Approved","Graftonite"," ","Pieczka A, Hawthorne F C, Ball N, Abdu Y, Gołębiowska B, Włodek A, Żukrowski J (2018) Graftonite-(Mn), ideally ^<i>M1</i>^Mn^<i>M2,M3</i>^Fe_2_(PO_4_)_2_, and graftonite- (Ca), ideally ^<i>M1</i>^Ca^<i>M2,M3</i>^Fe_2_(PO_4_)_2_, two new minerals of the graftonite group from Poland. Mineralogical Magazine 82, 1307-1322","monoclinic","","Mn^2+ Fe^2+ P O","Gft-Mn"
"Graphite","C","C","C","","R050503 R090047 R120025","2144","unknown","1789","Grandfathered|Approved"," "," ","Werner A G (1789) Mineralsystem des Herrn Inspektor Werners mit dessen Erlaubnis herausgegeben von E.U.G. Hoffmann, Bergmannisches Journal 1, 369-386","orthorhombic|hexagonal","4700","C","Gr"
"Greenalite","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","(Fe^2+^,Fe^3+^)_2-3_Si_2_O_5_(OH)_4_","Fe Si O H","","","2150","USA","1903","Grandfathered|Approved","Serpentine, Clay","kaolinite-serpentine-serpentine subgroup","Leith C K (1903) The Mesabi iron-bearing district of Minnesota. Section II. The Biwabik Formation (iron-bearing), Monographs of the United States Geological Survey 43, 100-115","monoclinic","4700","Fe^2+ Fe^3+ Si O H","Gre"
"Greigite","Fe^2+^Fe^3+^_2_S_4_","Fe^2+^Fe^3+^_2_S_4_","Fe S","IMA1963-007","R120103","2153","USA","1963","Approved","Spinel","linnaeite","Skinner B J, Erd R C, Grimaldi F S (1964) Greigite, the thio-spinel of iron; a new mineral, American Mineralogist 49, 543-555","cubic","3640","Fe^2+ Fe^3+ S","Grg"
"Grokhovskyite","CuCrS_2_","CuCrS_2_","Cu Cr S","IMA2019-065","","6952","Russia (meteorite)","2019","Pending publication|Approved","Scacchite"," ","Sharygin, V.V., Yakovlev, G.A., Seryotkin, Y.V., Karmanov, N.S., Novoselov, K.A. and Karabanalov, M.S. (2019) Grokhovskyite, IMA 2019-065. CNMNC Newsletter No. 52; Mineralogical Magazine, 83, https://doi.org/10.1180/mgm.2019.73","hexagonal","","Cu Cr S","Ghy"
"Grossular","Ca_3_Al_2_(SiO_4_)_3_","Ca_3_Al_2_(SiO_4_)_3_","Ca Al Si O","","R040065 R040066 R050081 R050036 R050312 R060278 R060382 R060442 R060443 R060444 R060446 R060452 R060453 R060499 R070551 R100146 R100152 R100160 R100161 R141207","2160","Russia","1811","Approved","Garnet","garnet","Hoffmann C A S (1811) Grossular, in Handbuch der Mineralogie, Volume 1, Craz und Gerlach (Freiberg) 479-481","cubic|triclinic","4567.61","Ca Al Si O","Grs"
"Gypsum","CaS^6+^O_4_·2H_2_O","Ca(SO_4_)·2H_2_O","Ca S O H","","R040029 R060509","2179","unknown","0","Grandfathered|Approved","Gypsum"," ","Mineral name has been known since antiquity and predates any formal descriptive publication","monoclinic","4700","Ca S^6+ O H","Gp"
"Halite","NaCl","NaCl","Na Cl","","R070292 R070534 R070586","2192","unknown","1847","Grandfathered|Approved","Rocksalt","halite","Previously known as rocksalt:
Glocker E F (1847) Ordo XVIII. Hydrolyti. I. Hydrolyti ametalli. 6. Halites, in Generum et Specierum Mineralium, Secundum Ordines Naturales Digestorum Synopsis, Apud Eduardum Anton 288-304","cubic","3026","Na Cl","Hl"
"Haxonite","(Fe,Ni)_23_C_6_","(Fe,Ni)_23_C_6_","Fe Ni C","IMA1971-001","R070034","2220","Mexico (meteorite) / USA (meteorite)","1971","Approved","Haxonite"," ","Mineral described, but not named:
Scott E R D (1971) New carbide, (Fe,Ni)_23_C_6_, found in iron meteorites, Nature 229, 61-62","cubic","4620","Fe Ni C","Hax"
"Heazlewoodite","Ni_3_S_2_","Ni_3_S_2_","Ni S","","R061074","2223","Australia","1897","Grandfathered|Approved"," "," ","Smith J H (1897) Heazlewood and Whyte River Districts, Tasmania. Report of the Secretary for Mines 1896-7, 47-47","hexagonal|trigonal","4567.61","Ni S","Hzl"
"Hedenbergite","CaFe^2+^Si_2_O_6_","CaFe^2+^Si_2_O_6_","Ca Fe Si O","","R050030 R060040 R070136 R070236","2227","Sweden","1819","Approved","Pyroxene","pyroxene","Berzelius J J (1819) Hedenbergite, in Nouveau Système de Minéralogie, Méquignon-Marvis (Paris) 269-270","monoclinic","4567.61","Ca Fe^2+ Si O","Hd"
"Heideite","(Fe^2+^,Cr^2+^)_1.15_(Ti^3+^,Fe^2+^)_2_S^2-^_4_","(Fe,Cr)_1.15_(Ti,Fe)_2_S_4_","Fe Cr Ti S","IMA1973-062","","2229","India (meteorite)","1973","Approved","Wilkmanite","wilkmanite","Keil K, Brett R (1974) Heideite, (Fe,Cr)_1+x_(Ti,Fe)_2_S_4_. a new mineral in the Bustee enstatite achondrite, American Mineralogist 59, 465-470","monoclinic","","Fe^2+ Cr^2+ Ti^3+ S^2-","Hei"
"Hemleyite","Fe^2+^SiO_3_","FeSiO_3_","Fe Si O","IMA2016-085","","6611","China","2016","Approved","Corundum"," ","Bindi L, Chen M, Xie X (2017) Discovery of the Fe-analogue of akimotoite in the shocked Suizhou L6 chondrite. Scientific Reports 7, 42674, 1-8","hexagonal","","Fe^2+ Si O","Hle"
"Hercynite","Fe^2+^Al_2_O_4_","Fe^2+^Al_2_O_4_","Fe Al O","","R170038","2254","Czech Republic","1839","Grandfathered|Approved","Spinel","spinel","Zippe F X M (1839) Ueber den hercinit, eine bisher unbekannt gebliebene spezies des mineralreiches, Verhandlungen der Gesellschaft des Vaterländischen Museums in Böhmen 1839, 19-27","cubic","4568.5","Fe^2+ Al O","Hc"
"Hexahydrite","MgS^6+^O_4_·6H_2_O","Mg(SO_4_)·6H_2_O","Mg S O H","","R060051","2268","Canada","1911","Grandfathered|Approved","Hexahydrite","hexahydrite","Johnston R A A (1911) Hexahydrite, a new mineral, Summary Report of the Geological Survey Branch of the Department of Mines For the Calendar Year 1910 26, 256-257","monoclinic","2742","Mg S^6+ O H","Hhy"
"Hexamolybdenum","(Mo,Ru,Fe,Ir,Os)","(Mo,Ru,Fe,Ir,Os)","Mo Ru Fe Ir Os","IMA2007-029","","5630","Mexico (meteorite)","2007","Approved"," "," ","Ma C, Beckett J R, Rossman G R (2014) Allendeite (Sc_4_Zr_3_O_12_) and hexamolybdenum (Mo,Ru,Fe), two new minerals from an ultrarefractory inclusion from the Allende meteorite. American Mineralogist 99, 654-666","hexagonal","4700","Mo Ru Fe Ir Os","Hmo"
"Hibonite","CaAl_12_O_19_","CaAl_12_O_19_","Ca Al O","","R061069","2275","Madagascar","1956","Grandfathered|Approved","Plumboferrite","plumboferrite","Curien H, Guillemin C, Orcel J, Sternberg M (1956) La hibonite, nouvelle espèce minérale, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 242, 2845-2847

Chemical formula changed from (Ca,Ce)(Al,Ti,Mg)_12_O_19_:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 50. New minerals and nomenclature modifications approved in 2019. Mineralogical Magazine 83, 615-620","hexagonal","4700","Ca Al O","Hbn"
"Hiroseite","Fe^2+^SiO_3_","FeSiO_3_","Fe Si O","IMA2019-019","","6907","China (meteorite)","2019","Pending publication|Approved","Perovskite"," ","Bindi L. and Xie X. (2019) Hiroseite, IMA2019-019. CNMNC Newsletter No. 50; Mineralogical Magazine, 83, doi: 10.1180/mgm.2019.46","orthorhombic","","Fe^2+ Si O","Hir"
"Hollisterite","Al_3_Fe","Al_3_Fe","Al Fe","IMA2016-034","","6560","Russia (meteorite)","2016","Approved"," "," ","Ma C, Lin C, Bindi L, Steinhardt P J (2017) Hollisterite (Al_3_Fe), kryachkoite (Al,Cu)_6_(Fe,Cu), and stolperite (AlCu): Three new minerals from the Khatyrka CV3 carbonaceous chondrite. American Mineralogist 102, 690-693","monoclinic","","Al Fe","Hli"
"Hutcheonite","Ca_3_Ti^4+^_2_(Al_2_Si)O_12_","Ca_3_Ti_2_(SiAl_2_)O_12_","Ca Ti Si Al O","IMA2013-029","","6190","Mexico (meteorite)","2013","Approved","Garnet"," ","Ma C, Krot A N (2014) Hutcheonite, Ca_3_Ti_2_(SiAl_2_)O_12_, a new garnet mineral from the Allende meteorite: An alteration phase in a Ca-Al-rich inclusion. American Mineralogist 99, 667-670","cubic","4567.61","Ca Ti^4+ Al Si O","Htn"
"Hydroxylapatite","Ca_5_(P^5+^O_4_)_3_OH","Ca_5_(PO_4_)_3_OH","Ca P O H","IMA2010 s.p.","R050512 R060180 R100225 R130713","2358","Switzerland","1856","Approved|Renamed","Apatite","apatite","Named hydro-apatite:
Damour A A (1856) Sur l'hydro-apatite, espèce minérale, Annales des Mines 10, 65-68

Renamed hydroxyapatite:
Schaller W T (1912) Mineralogical notes, Series 2. Mineralogy of the French phosphorites, U.S. Geological Survey Bulletin 509, 89-100

Name changed from hydroxylapatite to apatite-(CaOH):
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135

Name changed from apatite-(CaOH) back to hydroxylapatite. In addition, apatite-CaOH)-M is renamed to hydroxylapatite-M and is defined as a monoclinic variant of hydroxylapatite and is not considered a distinct species:
Pasero M, Kampf A R, Ferraris C, Pekov I V, Rakovan J R, White T J (2010) Nomenclature of the apatite supergroup minerals, European Journal of Mineralogy 22, 163-179","hexagonal","2845","Ca P^5+ O H","Hap"
"Ice","H_2_O","H_2_O","H O","","","2368","unknown","0","Grandfathered|Approved","Amorphous, Tridymite"," ","Mineral name has been known since antiquity and predates any formal descriptive publication.","","4000","H O","Ice"
"Icosahedrite","Al_63_Cu_24_Fe_13_","Al_63_Cu_24_Fe_13_","Al Cu Fe","IMA2010-042","","5872","Russia (meteorite)","2010","Approved","Not in a structural group"," ","Bindi L, Steinhardt P J, Yao N, Lu P J (2011) Icosahedrite, Al_63_Cu_24_Fe_13_, the first natural quasicrystal, American Mineralogist 96, 928-931","","","Al Cu Fe","Ihd"
"Idaite","Cu_3_FeS^2-^_4_","Cu_3_FeS_4_","Cu Fe S","","","2369","Namibia","1958","Grandfathered|Approved","Sphalerite, Stannite"," ","Frenzel G (1958) Ein neues Mineral: Idait. Neues Jahrbuch für Mineralogie, Monatshefte 1958, 142-142

Chemical formula revised:
Levy C (1968) Contribution a la mineralogie des sulfures de cuivre du type Cu_3_XS_4_, Mémoires du Bureau de Recherches Géologiques et Minières 54, 1-178","tetragonal|hexagonal","2498","Cu Fe S^2-","Ida"
