"Mineral Name","RRUFF Chemistry (concise)","IMA Chemistry (concise)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements","IMA Mineral Symbol"
"Charlesite","Ca_6_Al_2_(S^6+^O_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O","Ca_6_Al_2_(SO_4_)_2_B(OH)_4_(OH,O)_12_·26H_2_O","Ca Al S O B H","IMA1981-043","","1412","USA","1981","Approved","Ettringite","ettringite","Dunn P J, Peacor D R, Leavens P B, Baum J L (1983) Charlesite, a new mineral of the ettringite group, from Franklin, New Jersey, American Mineralogist 68, 1033-1037","hexagonal","2400","Ca Al S^6+ O B H","Chrl"
"Chibaite","SiO_2_·n(CH_4_,C_2_H_6_,C_3_H_8_,C_4_H_10_); (n_max_ = 3/17)","SiO_2_·n(CH_4_,C_2_H_6_,C_3_H_8_,C_4_H_10_) (n_max_ = 3/17)","Si O C H","IMA2008-067","","5728","Japan","2008","Approved"," "," ","Momma K, Ikeda T, Nishikubo K, Takahashi N, Honma C, Takada M, Furukawa Y, Nagase T, Kudoh Y (2011) New silica clathrate minerals that are isostructural with natural gas hydrates, Nature Communications 2, 196-7","cubic|triclinic, tetragonal","23","Si O C H","Cib"
"Chromium","Cr","Cr","Cr","IMA1980-094","","1464","China","1980","Approved","Iron","iron","Yue S, Wang W, Sun S (1981) A new mineral - native chromium, Kexue Tongbao 26, 959-960","cubic|hexagonal","500","Cr","Cr"
"Chrysotile","Mg_3_Si_2_O_5_(OH)_4_","Mg_3_Si_2_O_5_(OH)_4_","Mg Si O H","","R070088 R070355","1468","Poland","1834","Approved|Redefined","Serpentine, Clay","kaolinite-serpentine-kaolinite subgroup","Mineral described but not named:
von Kobell F (1834) Ueber den schillernden Asbest von Reichenstein in Schlesien, Journal für Praktische Chemie 2, 297-298

Mineral named:
von Kobell F (1843) Ueber den Spadait, eine neue Mineral-species, und über den Wollastonit von Capo di bove, Gelehrte Anzeigen 17, 945-950","monoclinic|unknown","4000","Mg Si O H","Ctl"
"Cinnabar","HgS","HgS","Hg S","","R050072 R070532","1478","unknown","0","Grandfathered|Approved"," "," ","Theophrastus (315 BC) Cinnabar, in On Stones translated by Caley E R and Richards J F C 1956, Ohio State University (Columbus, Ohio)","hexagonal","4000","Hg S","Cin"
"Clinochlore","Mg_5_Al(AlSi_3_O_10_)(OH)_8_","Mg_5_Al(AlSi_3_O_10_)(OH)_8_","Mg Al Si O H","","R060725 R061080 R150146","1495","USA","1851","Grandfathered|Approved","Chlorite, Clay","chlorite","Blake W P (1851) Optical and blowpipe examination of the supposed chlorite of Chester County, Pa., American Journal of Science and Arts 12, 339-341

Chemical formula revised from Mg<sub>6</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>8</sub> after:
Zanazzi P F, Comodi P, Nazzareni S, Andreozzi G B (2009) Thermal behaviour of chlorite: an in situ single-crystal and powder diffraction study, European Journal of Mineralogy 21, 581-589","triclinic|monoclinic","3100","Mg Al Si O H","Clc"
"Clinoptilolite-Ca","Ca_3_(Si_30_Al_6_)O_72_·20H_2_O","Ca_3_(Si_30_Al_6_)O_72_·20H_2_O","Ca Si Al O H","IMA1997 s.p.","R060662 R061098","1507","Japan","1997","Approved","Heulandite","zeolite-clinoptilolite series","Koyama K, Takeuchi Y (1977) Clinoptilolite: The distribution of potassium atoms and its role in thermal stability. Zeitschrift für Kristallographie 145, 216-239

Name assigned to the Ca dominant phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the international mineralogical association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","2222.9","Ca Si Al O H","Cpt-Ca"
"Clinoptilolite-K","K_6_(Si_30_Al_6_)O_72_·20H_2_O","K_6_(Si_30_Al_6_)O_72_·20H_2_O","K Si Al O H","IMA1997 s.p.","R110201","1508","USA","1923","Approved|Renamed","Heulandite","zeolite-clinoptilolite series","Schaller W T (1923) Ptilolite and related zeolites, American Mineralogist 8, 93-96 (abstract from MSA meeting)

Formal description:
Schaller W T (1932) The mordenite-ptilolite group; clinoptilolite, a new species, American Mineralogist 17, 128-134

Name changed from clinoptilolite:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the international mineralogical association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","17","K Si Al O H","Cpt-K"
"Clinoptilolite-Na","Na_6_(Si_30_Al_6_)O_72_·20H_2_O","Na_6_(Si_30_Al_6_)O_72_·20H_2_O","Na Si Al O H","IMA1997 s.p.","R061099","1509","USA","1969","Approved","Heulandite","zeolite-clinoptilolite series","Mineral is described but not named:
Sheppard R A, Gude A J (1969) Diagenesis of tuffs in the Barstow Formation, Mud Hills, San Bernardino County, California, U.S. Geological Survey Professional Paper 634, 1-14

Name defined for the Na dominant phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the international mineralogical association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","281","Na Si Al O H","Cpt-Na"
"Clinotobermorite","Ca_5_Si_6_O_17_·5H_2_O","Ca_4_Si_6_O_17_(H_2_O)_2_·(Ca·3H_2_O)","Ca Si O H","IMA1990-005","","1511","Japan","1990","Approved|Redefined","Tobermorite"," ","Henmi C, Kusachi I, (1992) Clinotobermorite, Ca<sub>5</sub>Si<sub>6</sub>(O,OH)<sub>18</sub>·5H<sub>2</sub>O, a new mineral from Fuka, Okayama Prefecture, Japan, Mineralogical Magazine 56, 353-358

Chemical formula revised:
Merlino S, Bonaccorsi E, Armbruster T (1999) Tobermorites: Their real structure and order-disorder (OD) character, American Mineralogist 84, 1613-1621","triclinic|monoclinic","1054","Ca Si O H","Ctbm"
"Cobaltpentlandite","Co_9_S_8_","Co_9_S_8_","Co S","IMA1962 s.p.","","1525","Finland","1959","Approved|Renamed","Pentlandite","pentlandite","Kouva O, Huhma M, Vuorelainen Y (1959) A natural cobalt analog of pentlandite, American Mineralogist 44, 897-900

Name changed from cobalt pentlandite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135","cubic","3640","Co S","Copn"
"Cooperite","PtS","PtS","Pt S","","","1547","South Africa","1928","Grandfathered|Approved"," ","cooperite","Wartenweiler F (1928) Discussion on a new platinum mineral in the Rustenburg norites, Journal of the Chemical, Metallurgical, and Mining Society of South Africa 28, 281-283

Chemical formula redefined:
Bannister F A, Hey M H (1932) Determination of minerals in platinum concentrates from the Transvaal by X-ray methods, Mineralogical Magazine 23, 188-208","tetragonal","3074","Pt S","Cpe"
"Copper","Cu","Cu","Cu","","R061078 R070329","1550","unknown","0","Grandfathered|Approved","Copper","copper","Mineral name has been known since antiquity and predates any formal descriptive publication.","cubic","4000","Cu","Cu"
"Coronadite","Pb^2+^(Mn^4+^_6_Mn^3+^_2_)O_16_","Pb(Mn^4+^_6_Mn^3+^_2_)O_16_","Pb Mn O","","R060258 R070320 R090056","1560","USA","1904","Grandfathered|Approved","Coronadite","coronadite","Lindgren W, Hillebrand W F (1904) Minerals from the Clifton-Morenci district, American Journal of Science 18, 448-460","monoclinic|tetragonal","2840","Pb^2+ Mn^4+ Mn^3+ O","Cor"
"Covellite","Cu^1+^S","CuS","Cu S","","R060129 R060143 R060306","1569","Italy","1832","Grandfathered|Approved","Covellite"," ","Beudant F S (1832) Sulfure de cuivre du Vésuve, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 409-410","hexagonal","4000","Cu^1+ S","Cv"
"Cuproiridsite","Cu^2+^Ir^3+^_2_S^2-^_4_","CuIr_2_S_4_","Cu Ir S","IMA1984-016","R070035","1598","Russia","1984","Approved","Spinel","linnaeite","Rudashevsky N S, Men'shikov Y P, Mochalov A G, Trubkin N V, Shumskaya N I, and Zhdanov V V (1985) Cuprorhodsite CuRh<sub>2</sub>S<sub>4</sub> and cuproiridsite CuIr<sub>2</sub>S<sub>4</sub> - new natural thiospinels of platinum-group elements, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(2), 187-195","cubic","780","Cu^2+ Ir^3+ S^2-","Cir"
"Cuprorhodsite","(Cu^1+^_0.5_Fe^3+^_0.5_)Rh^3+^_2_S^2-^_4_","(Cu^1+^_0.5_Fe^3+^_0.5_)Rh^3+^_2_S_4_","Cu Fe Rh S","IMA1984-017","","1600","Russia","1984","Approved","Spinel","linnaeite","Rudashevsky N S, Men'shikov Y P, Mochalov A G, Trubkin N V, Shumskaya N I, and Zhdanov V V (1985) Cuprorhodsite CuRh<sub>2</sub>S<sub>4</sub> and cuproiridsite CuIr<sub>2</sub>S<sub>4</sub> - new natural thiospinels of platinum-group elements, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114(2), 187-195","cubic","780","Cu^1+ Fe^3+ Rh^3+ S^2-","Crh"
"Dachiardite-Ca","Ca_2_(Si_20_Al_4_)O_48_·13H_2_O","Ca_2_(Si_20_Al_4_)O_48_·13H_2_O","Ca Si Al O H","IMA1997 s.p.","R061097 R061125","1617","Italy","1906","Approved|Renamed","Dachiardite","zeolite-dachiardite series","D'Achiardi G (1906) Zeoliti del filone della speranza presso S. Piero in Campo (Elba), Atti della Societa Toscana di Scienze Naturali. Processi Verbali 22, 150-165

Name changed from dachiardite to indicate the Ca-rich phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","411","Ca Si Al O H","Dac-Ca"
"Dachiardite-K","K_4_(Si_20_Al_4_)O_48_·13H_2_O","K_4_(Si_20_Al_4_)O_48_·13H_2_O","K Si Al O H","IMA2015-041","","6443","Bulgaria","2015","Approved","Dachiardite"," ","Chukanov N V, Encheva S, Petrov P, Pekov I V, Belakovskiy D I, Britvin S N, Aksenov S M (2016) Dachiardite-K, (K_2_Ca)(Al_4_Si_20_O_48_)·13H_2_O, a new zeolite from the Eastern Rhodopes, Bulgaria. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 145(1), 68-79 
","monoclinic","","K Si Al O H","Dac-K"
"Dachiardite-Na","Na_4_(Si_20_Al_4_)O_48_·13H_2_O","Na_4_(Si_20_Al_4_)O_48_·13H_2_O","Na Si Al O H","IMA1997 s.p.","R061116","1618","Italy","1997","Approved|Renamed","Dachiardite","zeolite-dachiardite series","Sodium rich phase described:
Alberti A (1975) Sodium-rich dachiardite from Alpe di Siusi, Italy. Contributions to Mineralogy and Petrology 49, 63-66

Name created to indicate the Na-rich phase:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the subcommittee on zeolites of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 1571-1606","monoclinic","488.3","Na Si Al O H","Dac-Na"
"Damiaoite","PtIn_2_","PtIn_2_","Pt In","IMA1995-041","","1622","China","1995","Approved","Fluorite"," ","Zuxiang Y (1997) Damiaoite - a new native indium and platinum alloy, Acta Geologica Sinica 71(4), 328-331","cubic","","Pt In","Dam"
"Daomanite","CuPtAsS_2_","CuPtAsS_2_","Cu Pt As S","","","5082","China","1974","Approved"," "," ","Yu T H, Lin S J, Chao P, Fang C S, Huang C S (1974) A preliminary study of some new minerals of the platinum group and another associated new one in platinum-bearing intrusions in a region in China, Acta Geologica Sinica 2, 202-218","orthorhombic|monoclinic","2507","Cu Pt As S","Dao"
"Dashkovaite","Mg(HCOO)_2_·2H_2_O","Mg(HCOO)_2_·2H_2_O","Mg H C O","IMA2000-006","","1632","Russia","2000","Approved","Formate"," ","Chukanov N V, Belakovsky D I, Malinko S V, Organova N I (2000) Dashkovaite Mg(HCO<sub>2</sub>)<sub>2</sub>·2H<sub>2</sub>O - a new formate mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 129(6), 49-53","monoclinic","180","Mg H C O","Dkv"
"Deanesmithite","Hg^1+^_2_Hg^2+^_3_S^2-^_2_OCr^6+^O_4_","Hg^1+^_2_Hg^2+^_3_S_2_O(CrO_4_)","Hg S O Cr","IMA1991-001","","1642","USA","1991","Approved"," "," ","Roberts A C, Szymanski J T, Erd R C, Criddle A J, Bonardi M (1993) Deanesmithite, Hg<sup>1+</sup><sub>2</sub>Hg<sup>2+</sup><sub>3</sub>Cr<sup>6+</sup>O<sub>5</sub>S<sub>2</sub>, a new mineral species from the Clear Creek Claim, San Benito County, California, The Canadian Mineralogist 31, 787-793","triclinic","5.3","Hg^1+ Hg^2+ S^2- O Cr^6+","Dsh"
"Desautelsite","Mg_6_Mn^3+^_2_CO_3_(OH)_16_·4H_2_O","Mg_6_Mn^3+^_2_(CO_3_)(OH)_16_·4H_2_O","Mg Mn C O H","IMA1978-016","R060303","1660","USA","1978","Approved","Hydrotalcite","hydrotalcite","Dunn P J, Peacor D R, Palmer T D (1979) Desautelsite, a new mineral of the pyroaurite group, American Mineralogist 64, 127-130","hexagonal","5.3","Mg Mn^3+ C O H","Des"
"Dickite","Al_2_Si_2_O_5_(OH)_4_","Al_2_Si_2_O_5_(OH)_4_","Al Si O H","","R060298 R090054","1673","United Kingdom","1930","Grandfathered|Approved","Clay, Kaolinite","kaolinite-serpentine-kaolinite subgroup","Ross C S, Kerr P F (1930) Dickite, a kaolin mineral, American Mineralogist 15, 34-39","monoclinic","3411","Al Si O H","Dck"
"Digenite","Cu_1.8_S","Cu_1.8_S","Cu S","","R060840","1678","Germany","1844","Approved","Digenite"," ","Breithaupt A (1844) Zwei neue kupfer enthaltende mineralien aus der ordnung der glanze, Annalen der Physik und Chemie 137, 671-675","cubic|hexagonal","4000","Cu S","Dg"
"Djerfisherite","K_6_(Fe,Cu,Ni)_25_S_26_Cl","K_6_(Fe,Cu,Ni)_25_S_26_Cl","K Fe Cu Ni S Cl","IMA1965-028","R070390","1686","South Africa (meteorite)","1965","Approved","Djerfisherite","djerfisherite","Fuchs L H (1966) Djerfisherite, alkali copper-iron sulfide: A new mineral from enstatite chondrites, Science 153, 166-167

Chemical formula revised from K<sub>3</sub>(Na.Cu)(Fe,Ni)<sub>12</sub>S<sub>14</sub>:
Dmitrieva M T, Ilyukhin V V (1976) Crystal structure of jerfisherite, Soviet Physics - Doklady 20, 469-470

Chemical formula revised again:
Henderson C M B, Kogarko L N, Plant D A (1999) Extreme closed system fractionation of volatile-rich, ultrabasic peralkaline melt inclusions and the occurrence of djerfisherite in the Kugda alkaline complex, Siberia, Mineralogical Magazine 63, 433-438","cubic","2050","K Fe Cu Ni S Cl","Djr"
"Djurleite","Cu_31_S_16_","Cu_31_S_16_","Cu S","","R070333 R100172 R100173","1687","Mexico","1962","Approved"," "," ","Roseboom E H (1962) Djurleite, Cu<sub>1.96</sub>S, a new mineral, American Mineralogist 47, 1181-1184
Morimoto N (1962) Djurleite, a new copper sulphide mineral, Mineralogical Journal 3, 338-344","monoclinic","2770","Cu S","Dju"
"Dypingite","Mg_5_(CO_3_)_4_(OH)_2_·5H_2_O","Mg_5_(CO_3_)_4_(OH)_2_·5H_2_O","Mg C O H","IMA1970-011","R060758 R070086","1722","Norway","1970","Approved"," ","hydromagnesite","Raade G (1970) Dypingite, a new hydrous basic carbonate of magnesium, from Norway, American Mineralogist 55, 1457-1465","","1463","Mg C O H","Dyp"
"Earlandite","Ca_3_(C_6_H_5_O_7_)_2_·4H_2_O","Ca_3_(C_6_H_5_O_7_)_2_·4H_2_O","Ca C H O","","","1727","Antarctica","1936","Grandfathered|Approved"," "," ","Bannister F A, Hey M H (1936) Report on some crystalline components of the Weddell Sea deposits, Discovery Reports 13, 60-69","triclinic|orthorhombic","0","Ca C H O","Ear"
"Eckermannite","NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_","NaNa_2_(Mg_4_Al)Si_8_O_22_(OH)_2_","Na Mg Al Si O H","IMA2013-136","R060320","1732","Myanmar","2015","Approved","Amphibole","amphibole-group 4 Na","Adamson O J (1942) Eckermannite, a new alkali amphibole. Preliminary note., Geologiska Föreningens i Stockholm Förhandlingar 64, 329-334

Original holotype is actually fluoro-leakeite, so a new type sample and locality for eckermannite was established:
Oberti R, Boiocchi M, Hawthorne F C, Ball N A, Harlow G E (2015) Eckermannite revised: the new holotype from the Jade Mine Track, Myanmar - crystal structure, mineral data, and hints on the reasons for the rarity of eckermannite. American Mineralogist 100, 909-914","monoclinic","441","Na Mg Al Si O H","Eck"
"Edenite","NaCa_2_Mg_5_(Si_7_Al)O_22_(OH)_2_","NaCa_2_Mg_5_(Si_7_Al)O_22_(OH)_2_","Na Ca Mg Si Al O H","","R050415 R060029","1735","USA","1839","Approved|Redefined","Amphibole","amphibole-group 2 Ca","Glocker E F (1839) IX. Amphibolite 5. Edenische hornblende oder edenit, in Grundriss der Mineralogie mit Einschluss der Geognosie und Petrefactenkunde, Verlag von Johann Leonhard Schrag (Nürnberg) 410-410","monoclinic","2639","Na Ca Mg Si Al O H","Ed"
"Edoylerite","Hg^2+^_3_(Cr^6+^O_4_)S^2-^_2_","Hg^2+^_3_(Cr^6+^O_4_)S_2_","Hg Cr O S","IMA1987-008","R060543","1739","USA","1987","Approved"," "," ","Erd R C, Roberts A C, Bonardi M, Criddle A J, Gabe E J, Le Page Y (1993) Edoylerite Hg^2+^_3_Cr^6+^O_4_S_2_ a new mineral from the Clear Creek claim San Benito County, California, The Mineralogical Record 24, 471-475","monoclinic","5.3","Hg^2+ Cr^6+ O S^2-","Eoy"
"Enstatite","MgSiO_3_","Mg_2_Si_2_O_6_","Mg Si O","","R040093 R040094 R050644 R060630 R060744 R070097 R070418 R070550 R070641 R100093 R120168 R120174","1763","Czech Republic","1855","Approved","Pyroxene","pyroxene","Kenngott A (1855) Mineralogische notizen, betreffend die bekannten species: Karstenit, dolomit, millerit, turmalin, galaktit, wasser, plagionit, diopsid, zinkit, calcit und felsobanyt, sowie zwei neue: den enstatit im geschlechte der augit-spathe und den pseudophit im geschlechte der serpentin-steatite, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 16, 152-179","orthorhombic","4700","Mg Si O","En"
"Epidote","Ca_2_Fe^3+^Al_2_(Si_2_O_7_)(SiO_4_)O(OH)","Ca_2_(Al_2_Fe^3+^)[Si_2_O_7_][SiO_4_]O(OH)","Ca Al Fe Si O H","","R040089 R040092 R050064 R050131 R050191 R050202 R050303 R070205 R100129 R100148 R110127 R110129","1767","unknown","1801","Grandfathered|Approved","Clinozoisite, Epidote","epidote","Haüy R J (1801) Epidote, Traité de Minéralogie 3, 102-113","monoclinic","4000","Ca Fe^3+ Al Si O H","Ep"
"Epistilbite","Ca_3_(Si_18_Al_6_)O_48_·16H_2_O","Ca_3_[Si_18_Al_6_O_48_]·16H_2_O","Ca Si Al O H","","R061105","1768","Iceland","1826","Approved","Mordenite","zeolite","Rose G (1826) Über den epistilbit, eine neue zur familie der zeolithe gehörige mineralgattung, Annalen der Physik und Chemie 6, 183-190","monoclinic|triclinic","2000","Ca Si Al O H","Estb"
"Erionite-Ca","Ca_5_(Si_26_Al_10_O_72_)·30H_2_O","Ca_5_[Si_26_Al_10_O_72_]·30H_2_O","Ca Si Al O H","","R060836 R061110","1776","Japan","1967","Approved","Erionite","zeolite-erionite series","Erionite with Ca dominant first reported by:
Harada K, Iwamoto S, Kihara K (1967) Erionite, phillipsite and gonnardite in the amygdales of altered basalt from Mazé, Niigata Prefecture, Japan. American Mineralogist 52, 1785-1794

Name given:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","hexagonal","411","Ca Si Al O H","Eri-Ca"
"Erionite-K","K_10_(Si_26_Al_10_O_72_)·30H_2_O","K_10_[Si_26_Al_10_O_72_]·30H_2_O","K Si Al O H","","R061104","1777","USA","1964","Approved","Erionite","zeolite-erionite series","Erionite with K dominant first reported by:
Eberly P E (1964) Absorption properties of naturally occurring erionite and its cationic-exchanged forms. American Mineralogist 49, 30-40

Name given:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","hexagonal","411","K Si Al O H","Eri-K"
"Erionite-Na","Na_10_(Si_26_Al_10_O_72_)·30H_2_O","Na_10_[Si_26_Al_10_O_72_]·30H_2_O","Na Si Al O H","IMA1997 s.p.","R061126","1778","USA","1898","Approved|Renamed","Erionite","zeolite-erionite series","Eakle A S (1898) Erionite, a new zeolite, American Journal of Science 156, 66-68

Name changed from erionite:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","hexagonal","536.5","Na Si Al O H","Eri-Na"
"Ernstburkeite","Mg(CH_3_S^6+^O_3_)_2_·12H_2_O","Mg(CH_3_SO_3_)_2_·12H_2_O","Mg C H S O","IMA2010-059","","5912","Antarctica","2010","Approved"," "," ","Genceli Güner F E, Sakurai T, Hondoh T (2013) Ernstburkeite, Mg(CH_3_SO_3_)_2_·12H_2_O, a new mineral from Antarctica, European Journal of Mineralogy 25, 79-84","hexagonal","0.025","Mg C H S^6+ O","Ebu"
"Falcondoite","Ni^2+^_4_Si_6_O_15_(OH)_2_·6H_2_O","Ni_4_Si_6_O_15_(OH)_2_·6H_2_O","Ni Si O H","IMA1976-018","","1817","Dominican Republic","1976","Approved","Sepiolite, Clay","sepiolite","Springer G (1976) Falcondoite, nickel analogue of sepiolite, The Canadian Mineralogist 14, 407-409","orthorhombic","541","Ni^2+ Si O H","Fcd"
"Famatinite","Cu^1+^Cu^2+^_2_Sb^3+^S^2-^_4_","Cu_3_SbS_4_","Cu Sb S","","R110021 R110022","1819","Argentina","1873","Grandfathered|Approved","Sphalerite, Stannite","stannite","Stelzner A (1873) Mineralogische beobachtungen im gebiete der Argentinischen Republik, Mineralogische Mittheilungen 4, 219-254","tetragonal","4000","Cu^1+ Cu^2+ Sb^3+ S^2-","Fam"
"Feroxyhyte","Fe^3+^O(OH)","Fe^3+^O(OH)","Fe O H","IMA1975-032","","1845","Ukraine","1975","Approved"," "," ","Chukhrov F V, Zvyagin B B, Gorshkov A I, Ermilova L P, Korovushkin V V, Rudnitskaya E S, Yakubovskaya N Y (1976) Feroxyhyte, a new modification of FeOOH. Izvestiya Akademii Nauk SSSR, Seriya Geologicheskaya 5, 5-24","hexagonal","387","Fe^3+ O H","Fox"
"Ferrierite-K","(K,Na)_5_(Si_31_Al_5_)O_72_·18H_2_O","(K,Na)_5_(Si_31_Al_5_)O_72_·18H_2_O","K Na Si Al O H","IMA1997 s.p.","R110200","1856","USA","1997","Approved","Ferrierite","zeolite-ferrierite series","Described, but not named:
Wise W S, Tschernich R W (1976) Chemical composition of ferrierite. American Mineralogist 61, 60-66

Named:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","orthorhombic","","K Na Si Al O H","Frr-K"
"Ferrierite-Mg","[Mg_2_(K,Na)_2_Ca_0.5_](Si_29_Al_7_)O_72_·18H_2_O","[Mg_2_(K,Na)_2_Ca_0.5_](Si_29_Al_7_)O_72_·18H_2_O","Mg K Na Ca Si Al O H","IMA1997 s.p.","R060982 R070091 R070119 R070118","1857","Canada","1918","Approved|Renamed","Ferrierite","zeolite-ferrierite series","Graham R P D (1918) On ferrierite, a new zeolitic mineral, from British Columbia; with notes on some other Canadian minerals, Transactions of the Royal Society of Canada Series 3 12, 185-201

Named changed from ferrierite and chemical formula revised:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","orthorhombic","1","Mg K Na Ca Si Al O H","Frr-Mg"
"Ferrierite-Na","(Na,K)_5_(Si_31_Al_5_)O_72_·18H_2_O","(Na,K)_5_(Si_31_Al_5_)O_72_·18H_2_O","Na K Si Al O H","IMA1997 s.p.","","1858","USA","1997","Approved","Ferrierite","zeolite-ferrierite series","Described, but not named:
Wise W S, Tschernich R W (1976) Chemical composition of ferrierite. American Mineralogist 61, 60-66

Named:
Coombs D S, Alberti A, Armbruster T, Artioli G, Colella C, Galli E, Grice J D, Liebau F, Mandarino J A, Minato H, Nickel E H, Passaglia E, Peacor D R, Quartieri S, Rinaldi R, Ross M, Sheppard R A, Tillmanns E, Vezzalini G, (1997) Recommended nomenclature for zeolite minerals: report of the Subcommittee on Zeolites of the International Mineralogical Association, Commission on New Minerals and Mineral Names, The Canadian Mineralogist 35, 1571-1606","orthorhombic|monoclinic","1337.57","Na K Si Al O H","Frr-Na"
